symbol,timeframe,scenario,entryAt,direction,bigbar,touchStatus,touchNetR,closeStatus,closeNetR,confirmStatus,confirmNetR
BTC/USDT,30m,ote,1761019200000,long,false,entered,0.2626202432939113,entered,0.19532093423035504,entered,0.2882463062074029
BTC/USDT,30m,ote,1761080400000,long,false,entered,0.26550967096184513,entered,0.18401918731360503,entered,0.130774474844575
BTC/USDT,30m,deep,1761130800000,long,false,entered,1.6041136161675624,entered,0.9213511060969111,entered,0.9213511060969111
BTC/USDT,30m,ote,1761076800000,long,false,entered,0.266416814409492,entered,0.3212920364267831,entered,0.323229060882424
BTC/USDT,30m,deep,1761130800000,long,false,entered,1.6059801469263313,entered,1.2482763334806601,entered,1.2482763334806601
BTC/USDT,30m,ote,1761249600000,long,false,entered,0.23802635504151448,entered,0.21407987997472316,entered,0.5939897895718684
BTC/USDT,30m,deep,1761251400000,long,false,entered,1.5475641755566474,entered,0.851674762191451,entered,0.5939897895718684
BTC/USDT,30m,ote,1761661800000,long,false,entered,0.2182705068501299,missed-tp,0,missed-tp,0
BTC/USDT,30m,deep,1761678000000,long,true,entered,1.5069147078120566,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1761724800000,short,false,entered,0.2561762749405046,entered,0.11300444771534632,entered,0.11300444771534632
BTC/USDT,30m,ote,1761802200000,short,false,entered,0.2650678638261341,entered,0.23645859234689798,entered,0.2215449456521744
BTC/USDT,30m,ote,1761868800000,short,false,entered,0.2575698944941694,entered,0.1756246280193246,entered,0.8433815688453368
BTC/USDT,30m,deep,1761885000000,short,false,entered,1.5873537619696787,entered,1.4125345696152247,entered,1.1278959008746372
BTC/USDT,30m,ote,1762189200000,short,false,entered,0.26102953188502487,entered,0.13789553051192974,entered,0.18462220474799915
BTC/USDT,30m,ote,1762356600000,short,false,entered,0.2668838890333923,entered,0.2727889145037566,entered,0.2384972230816827
BTC/USDT,30m,ote,1762482600000,short,false,entered,0.25692289784590694,entered,0.24347677879869473,entered,0.2433352378421467
BTC/USDT,30m,ote,1762601400000,long,false,entered,0.2564207559246974,entered,0.2237642001842136,entered,0.16141259561448276
BTC/USDT,30m,ote,1762833600000,long,false,entered,-1.0629397315590265,entered,-1.1130174693251533,entered,-1.2505072317925965
BTC/USDT,30m,deep,1762837200000,long,false,entered,-1.129292746087421,entered,-1.1651346918154266,entered,-1.2505072317925965
BTC/USDT,30m,ote,1762948800000,short,false,entered,0.2535819268977541,entered,0.08309742514501076,entered,0.08309742514501076
BTC/USDT,30m,ote,1763011800000,short,false,entered,0.25422192844927693,missed-tp,0,missed-tp,0
BTC/USDT,30m,ote,1763011800000,short,false,entered,0.26371388196226536,entered,0.3667455166582869,entered,0.4794000074205964
