symbol,timeframe,variant,period,anchor,trigger,atr,scenario,stop_mode,setups,entered,resolved,tp1_pct,tp2_pct,sl_pct,ev_full,ev_be,long_in,long_ev_full,long_ev_be,short_in,short_ev_full,short_ev_be
ZEC/USDT,2h,dedupOff,full,global,choch,0,breaker,zero,111,69,69,0.7246,0.4203,0.2754,0.0217,0.1695,30,0.0340,0.2127,39,0.0123,0.1363
ZEC/USDT,2h,dedupOff,full,global,choch,5,ote,zero,118,77,77,0.5325,0.2727,0.4675,-0.0448,0.0256,41,0.0063,0.0860,36,-0.1031,-0.0433
ZEC/USDT,2h,dedupOff,full,global,choch,5,ote,tight,118,77,77,0.4545,0.2338,0.5455,-0.0298,0.0575,41,0.0933,0.1988,36,-0.1699,-0.1034
ZEC/USDT,2h,dedupOff,full,global,choch,5,deep,zero,118,35,35,0.2000,0.1143,0.8000,-0.2618,-0.2275,17,-0.1315,-0.1358,18,-0.3848,-0.3141
ZEC/USDT,2h,dedupOff,full,global,choch,5,breaker,zero,61,36,36,0.6944,0.4722,0.3056,-0.0208,0.1697,19,-0.0353,0.1955,17,-0.0047,0.1409
ZEC/USDT,2h,dedup25,full,local,bos,0,ote,zero,151,82,81,0.6341,0.3780,0.3537,0.1516,0.2922,40,0.3006,0.5293,42,0.0063,0.0608
ZEC/USDT,2h,dedup25,full,local,bos,0,ote,tight,151,82,81,0.5366,0.2927,0.4512,0.1595,0.2888,40,0.2274,0.4179,42,0.0933,0.1628
ZEC/USDT,2h,dedup25,full,local,bos,0,deep,zero,151,32,32,0.3125,0.1563,0.6875,0.1535,0.1477,11,1.0133,1.2446,21,-0.2969,-0.4268
ZEC/USDT,2h,dedup25,full,local,bos,0,breaker,zero,67,34,34,0.7647,0.5294,0.2353,0.0782,0.2947,13,0.1931,0.3992,21,0.0071,0.2300
ZEC/USDT,2h,dedup25,full,local,bos,5,ote,zero,112,52,51,0.5962,0.3654,0.3846,0.0904,0.2340,31,0.2731,0.4579,21,-0.1927,-0.1131
ZEC/USDT,2h,dedup25,full,local,bos,5,ote,tight,112,52,51,0.4808,0.2692,0.5000,0.0463,0.1735,31,0.1706,0.2881,21,-0.1462,-0.0040
ZEC/USDT,2h,dedup25,full,local,bos,5,deep,zero,112,12,12,0.5000,0.1667,0.5000,0.8455,0.6152,5,1.9529,1.9382,7,0.0546,-0.3298
ZEC/USDT,2h,dedup25,full,local,bos,5,breaker,zero,42,15,15,0.8000,0.5333,0.2000,0.1280,0.3400,11,0.2818,0.4800,4,-0.2950,-0.0450
ZEC/USDT,2h,dedup25,full,local,choch,0,ote,zero,191,136,136,0.5662,0.2721,0.4338,0.0157,0.0720,68,0.0289,0.0595,68,0.0025,0.0845
ZEC/USDT,2h,dedup25,full,local,choch,0,ote,tight,191,136,136,0.5294,0.2206,0.4706,0.1301,0.1554,68,0.1301,0.1337,68,0.1301,0.1771
ZEC/USDT,2h,dedup25,full,local,choch,0,deep,zero,191,90,90,0.2000,0.1000,0.8000,-0.2618,-0.2654,46,-0.3581,-0.3613,44,-0.1611,-0.1653
ZEC/USDT,2h,dedup25,full,local,choch,0,breaker,zero,120,80,80,0.8125,0.4375,0.1875,0.1456,0.2875,34,0.2026,0.3388,46,0.1035,0.2496
ZEC/USDT,2h,dedup25,full,local,choch,5,ote,zero,76,54,54,0.5370,0.2778,0.4630,-0.0366,0.0372,31,0.1574,0.2012,23,-0.2980,-0.1839
ZEC/USDT,2h,dedup25,full,local,choch,5,ote,tight,76,54,54,0.5000,0.2407,0.5000,0.0673,0.1391,31,0.2394,0.2434,23,-0.1647,-0.0016
ZEC/USDT,2h,dedup25,full,local,choch,5,deep,zero,76,29,29,0.2414,0.1379,0.7586,-0.1090,-0.0677,16,-0.0772,-0.0818,13,-0.1482,-0.0503
ZEC/USDT,2h,dedup25,full,local,choch,5,breaker,zero,37,22,22,0.6818,0.5000,0.3182,-0.0386,0.1741,13,0.0846,0.3065,9,-0.2167,-0.0172
ZEC/USDT,2h,dedup25,full,global,bos,0,ote,zero,151,68,66,0.6324,0.3676,0.3382,0.1687,0.3014,38,0.2274,0.3636,30,0.0891,0.2171
ZEC/USDT,2h,dedup25,full,global,bos,0,ote,tight,151,68,66,0.5588,0.3088,0.4118,0.2290,0.3721,38,0.2920,0.4148,30,0.1435,0.3142
ZEC/USDT,2h,dedup25,full,global,bos,0,deep,zero,151,9,9,0.4444,0.0000,0.5556,0.6405,0.0425,3,0.2304,-0.2182,6,0.8455,0.1728
ZEC/USDT,2h,dedup25,full,global,bos,0,breaker,zero,66,28,28,0.8571,0.6071,0.1429,0.2086,0.4609,16,0.2337,0.4950,12,0.1750,0.4154
ZEC/USDT,2h,dedup25,full,global,bos,5,ote,zero,150,67,65,0.6269,0.3582,0.3433,0.1591,0.2841,38,0.2274,0.3636,29,0.0630,0.1722
ZEC/USDT,2h,dedup25,full,global,bos,5,ote,tight,150,67,65,0.5522,0.2985,0.4179,0.2150,0.3464,38,0.2920,0.4148,29,0.1068,0.2501
ZEC/USDT,2h,dedup25,full,global,bos,5,deep,zero,150,9,9,0.4444,0.0000,0.5556,0.6405,0.0425,3,0.2304,-0.2182,6,0.8455,0.1728
ZEC/USDT,2h,dedup25,full,global,bos,5,breaker,zero,65,27,27,0.8519,0.5926,0.1481,0.2011,0.4443,16,0.2337,0.4950,11,0.1536,0.3705
ZEC/USDT,2h,dedup25,full,global,choch,0,ote,zero,191,127,127,0.5197,0.2520,0.4803,-0.0677,-0.0137,63,-0.1173,-0.0830,64,-0.0190,0.0545
ZEC/USDT,2h,dedup25,full,global,choch,0,ote,tight,191,127,127,0.4646,0.2126,0.5354,-0.0084,0.0420,63,-0.0174,0.0261,64,0.0006,0.0576
ZEC/USDT,2h,dedup25,full,global,choch,0,deep,zero,191,74,74,0.2162,0.1081,0.7838,-0.2019,-0.2059,37,-0.3017,-0.3410,37,-0.1022,-0.0708
ZEC/USDT,2h,dedup25,full,global,choch,0,breaker,zero,111,69,69,0.7246,0.4203,0.2754,0.0217,0.1695,30,0.0340,0.2127,39,0.0123,0.1363
ZEC/USDT,2h,dedup25,full,global,choch,5,ote,zero,119,77,77,0.5325,0.2727,0.4675,-0.0448,0.0256,41,0.0063,0.0860,36,-0.1031,-0.0433
ZEC/USDT,2h,dedup25,full,global,choch,5,ote,tight,119,77,77,0.4545,0.2338,0.5455,-0.0298,0.0575,41,0.0933,0.1988,36,-0.1699,-0.1034
ZEC/USDT,2h,dedup25,full,global,choch,5,deep,zero,119,35,35,0.2000,0.1143,0.8000,-0.2618,-0.2275,17,-0.1315,-0.1358,18,-0.3848,-0.3141
ZEC/USDT,2h,dedup25,full,global,choch,5,breaker,zero,62,37,37,0.7027,0.4865,0.2973,-0.0092,0.1897,20,-0.0130,0.2313,17,-0.0047,0.1409
ZEC/USDT,2h,sweptOff,full,local,bos,0,ote,zero,319,163,162,0.5644,0.3497,0.4294,0.0188,0.1568,84,0.0891,0.2417,79,-0.0571,0.0654
ZEC/USDT,2h,sweptOff,full,local,bos,0,ote,tight,319,163,162,0.4724,0.2638,0.5215,0.0146,0.1368,84,0.0927,0.2241,79,-0.0696,0.0428
ZEC/USDT,2h,sweptOff,full,local,bos,0,deep,zero,319,69,69,0.2899,0.1159,0.7101,0.0699,-0.0124,34,0.3027,0.1401,35,-0.1563,-0.1605
ZEC/USDT,2h,sweptOff,full,local,bos,0,breaker,zero,168,95,95,0.7158,0.4842,0.2842,0.0093,0.2039,45,-0.0287,0.1434,50,0.0434,0.2583
ZEC/USDT,2h,sweptOff,full,local,bos,5,ote,zero,241,107,106,0.5514,0.3551,0.4393,-0.0015,0.1479,59,0.0946,0.2726,48,-0.1221,-0.0087
ZEC/USDT,2h,sweptOff,full,local,bos,5,ote,tight,241,107,106,0.4486,0.2523,0.5421,-0.0334,0.0858,59,0.0854,0.2223,48,-0.1825,-0.0856
ZEC/USDT,2h,sweptOff,full,local,bos,5,deep,zero,241,27,27,0.3704,0.1111,0.6296,0.3671,0.1637,13,0.7036,0.4909,14,0.0546,-0.1402
ZEC/USDT,2h,sweptOff,full,local,bos,5,breaker,zero,110,51,51,0.6863,0.4902,0.3137,-0.0324,0.1725,29,-0.0276,0.1714,22,-0.0386,0.1741
ZEC/USDT,2h,sweptOff,full,local,choch,0,ote,zero,210,145,145,0.5862,0.3034,0.4138,0.0516,0.1324,73,0.0813,0.1392,72,0.0215,0.1255
ZEC/USDT,2h,sweptOff,full,local,choch,0,ote,tight,210,145,145,0.5379,0.2276,0.4621,0.1482,0.1791,73,0.1696,0.2026,72,0.1266,0.1553
ZEC/USDT,2h,sweptOff,full,local,choch,0,deep,zero,210,90,90,0.2000,0.1222,0.8000,-0.2618,-0.2065,46,-0.3581,-0.3036,44,-0.1611,-0.1050
ZEC/USDT,2h,sweptOff,full,local,choch,0,breaker,zero,135,88,88,0.8295,0.4205,0.1705,0.1697,0.2960,41,0.2380,0.3332,47,0.1100,0.2636
ZEC/USDT,2h,sweptOff,full,local,choch,5,ote,zero,84,57,57,0.5789,0.3158,0.4211,0.0386,0.1350,30,0.1959,0.2757,27,-0.1363,-0.0213
ZEC/USDT,2h,sweptOff,full,local,choch,5,ote,tight,84,57,57,0.5263,0.2456,0.4737,0.1234,0.1875,30,0.2807,0.3341,27,-0.0513,0.0246
ZEC/USDT,2h,sweptOff,full,local,choch,5,deep,zero,84,29,29,0.2759,0.2069,0.7241,0.0182,0.1962,14,-0.2091,-0.1182,15,0.2304,0.4897
ZEC/USDT,2h,sweptOff,full,local,choch,5,breaker,zero,43,23,23,0.7826,0.4348,0.2174,0.1035,0.2496,14,0.2086,0.3350,9,-0.0600,0.1167
ZEC/USDT,2h,sweptOff,full,global,bos,0,ote,zero,319,149,147,0.6107,0.3356,0.3758,0.1105,0.2162,86,0.1055,0.2093,63,0.1175,0.2259
ZEC/USDT,2h,sweptOff,full,global,bos,0,ote,tight,319,149,147,0.5235,0.2685,0.4631,0.1326,0.2333,86,0.1169,0.1978,63,0.1548,0.2835
ZEC/USDT,2h,sweptOff,full,global,bos,0,deep,zero,319,31,31,0.2903,0.0968,0.7097,0.0716,-0.0622,16,0.1535,0.0648,15,-0.0157,-0.1976
ZEC/USDT,2h,sweptOff,full,global,bos,0,breaker,zero,157,75,75,0.7733,0.4800,0.2267,0.0904,0.2703,41,0.1005,0.2672,34,0.0782,0.2740
ZEC/USDT,2h,sweptOff,full,global,bos,5,ote,zero,314,146,144,0.6096,0.3425,0.3767,0.1087,0.2221,85,0.1185,0.2235,61,0.0946,0.2201
ZEC/USDT,2h,sweptOff,full,global,bos,5,ote,tight,314,146,144,0.5205,0.2740,0.4658,0.1266,0.2373,85,0.1301,0.2119,61,0.1215,0.2739
ZEC/USDT,2h,sweptOff,full,global,bos,5,deep,zero,314,29,29,0.3103,0.1034,0.6897,0.1455,0.0025,15,0.2304,0.1358,14,0.0546,-0.1402
ZEC/USDT,2h,sweptOff,full,global,bos,5,breaker,zero,152,71,71,0.7606,0.4930,0.2394,0.0724,0.2640,40,0.0927,0.2687,31,0.0461,0.2579
ZEC/USDT,2h,sweptOff,full,global,choch,0,ote,zero,210,141,141,0.5532,0.2766,0.4468,-0.0076,0.0585,69,0.0139,0.0740,72,-0.0283,0.0436
ZEC/USDT,2h,sweptOff,full,global,choch,0,ote,tight,210,141,141,0.5177,0.2340,0.4823,0.1051,0.1570,69,0.1446,0.2042,72,0.0673,0.1117
ZEC/USDT,2h,sweptOff,full,global,choch,0,deep,zero,210,75,75,0.2000,0.1067,0.8000,-0.2618,-0.2477,40,-0.1695,-0.1404,35,-0.3672,-0.3704
ZEC/USDT,2h,sweptOff,full,global,choch,0,breaker,zero,128,80,80,0.7625,0.3875,0.2375,0.0751,0.1920,39,0.1208,0.2651,41,0.0317,0.1224
ZEC/USDT,2h,sweptOff,full,global,choch,5,ote,zero,123,81,81,0.5679,0.2963,0.4321,0.0188,0.0994,40,0.1212,0.2347,41,-0.0812,-0.0325
ZEC/USDT,2h,sweptOff,full,global,choch,5,ote,tight,123,81,81,0.5062,0.2469,0.4938,0.0804,0.1578,40,0.2274,0.3441,41,-0.0629,-0.0239
ZEC/USDT,2h,sweptOff,full,global,choch,5,deep,zero,123,33,33,0.1818,0.1515,0.8182,-0.3289,-0.1713,17,-0.1315,0.0203,16,-0.5386,-0.3750
ZEC/USDT,2h,sweptOff,full,global,choch,5,breaker,zero,64,34,34,0.7647,0.3824,0.2353,0.0782,0.1910,19,0.1132,0.2853,15,0.0340,0.0717
ZEC/USDT,2h,swept12,full,local,bos,0,ote,zero,291,150,149,0.5400,0.3200,0.4533,-0.0248,0.0922,79,0.1127,0.2588,71,-0.1799,-0.0957
ZEC/USDT,2h,swept12,full,local,bos,0,ote,tight,291,150,149,0.4667,0.2533,0.5267,0.0028,0.1128,79,0.1078,0.2245,71,-0.1157,-0.0132
ZEC/USDT,2h,swept12,full,local,bos,0,deep,zero,291,69,69,0.2754,0.1014,0.7246,0.0164,-0.0848,33,0.3422,0.1747,36,-0.2823,-0.3227
ZEC/USDT,2h,swept12,full,local,bos,0,breaker,zero,157,91,91,0.7033,0.4615,0.2967,-0.0084,0.1729,43,-0.0163,0.1358,48,-0.0013,0.2060
ZEC/USDT,2h,swept12,full,local,bos,5,ote,zero,211,91,90,0.5275,0.3297,0.4615,-0.0433,0.0894,51,0.0904,0.2543,40,-0.2180,-0.1262
ZEC/USDT,2h,swept12,full,local,bos,5,ote,tight,211,91,90,0.4396,0.2418,0.5495,-0.0513,0.0575,51,0.0463,0.1446,40,-0.1790,-0.0565
ZEC/USDT,2h,swept12,full,local,bos,5,deep,zero,211,24,24,0.3750,0.1250,0.6250,0.3842,0.2114,10,0.8455,0.7037,14,0.0546,-0.1402
ZEC/USDT,2h,swept12,full,local,bos,5,breaker,zero,98,45,45,0.6889,0.4889,0.3111,-0.0287,0.1748,25,-0.0412,0.1296,20,-0.0130,0.2313
ZEC/USDT,2h,swept12,full,local,choch,0,ote,zero,206,144,144,0.5903,0.3125,0.4097,0.0589,0.1474,72,0.0963,0.1694,72,0.0215,0.1255
ZEC/USDT,2h,swept12,full,local,choch,0,ote,tight,206,144,144,0.5417,0.2431,0.4583,0.1562,0.2078,72,0.1859,0.2398,72,0.1266,0.1758
ZEC/USDT,2h,swept12,full,local,choch,0,deep,zero,206,89,89,0.2247,0.1348,0.7753,-0.1705,-0.1150,44,-0.2450,-0.1583,45,-0.0977,-0.0727
ZEC/USDT,2h,swept12,full,local,choch,0,breaker,zero,131,87,87,0.8276,0.4253,0.1724,0.1669,0.2971,40,0.2337,0.3364,47,0.1100,0.2636
ZEC/USDT,2h,swept12,full,local,choch,5,ote,zero,82,57,57,0.5614,0.3158,0.4386,0.0071,0.1105,31,0.1574,0.2345,26,-0.1720,-0.0374
ZEC/USDT,2h,swept12,full,local,choch,5,ote,tight,82,57,57,0.5088,0.2456,0.4912,0.0860,0.1600,31,0.2394,0.2910,26,-0.0969,0.0038
ZEC/USDT,2h,swept12,full,local,choch,5,deep,zero,82,29,29,0.2759,0.2069,0.7241,0.0182,0.1962,14,-0.2091,-0.1182,15,0.2304,0.4897
ZEC/USDT,2h,swept12,full,local,choch,5,breaker,zero,40,24,24,0.7500,0.4583,0.2500,0.0575,0.2269,16,0.1456,0.2875,8,-0.1188,0.1056
ZEC/USDT,2h,swept12,full,global,bos,0,ote,zero,291,135,133,0.6000,0.3259,0.3852,0.0925,0.1925,79,0.1127,0.2065,56,0.0630,0.1722
ZEC/USDT,2h,swept12,full,global,bos,0,ote,tight,291,135,133,0.5259,0.2741,0.4593,0.1395,0.2474,79,0.1348,0.2070,56,0.1463,0.3065
ZEC/USDT,2h,swept12,full,global,bos,0,deep,zero,291,27,27,0.2963,0.0741,0.7037,0.0937,-0.1084,13,0.1357,-0.0741,14,0.0546,-0.1402
ZEC/USDT,2h,swept12,full,global,bos,0,breaker,zero,144,71,71,0.7746,0.4930,0.2254,0.0923,0.2810,38,0.1132,0.2853,33,0.0682,0.2761
ZEC/USDT,2h,swept12,full,global,bos,5,ote,zero,286,132,130,0.5985,0.3333,0.3864,0.0901,0.1986,78,0.1269,0.2219,54,0.0349,0.1635
ZEC/USDT,2h,swept12,full,global,bos,5,ote,tight,286,132,130,0.5227,0.2803,0.4621,0.1330,0.2521,78,0.1494,0.2225,54,0.1083,0.2964
ZEC/USDT,2h,swept12,full,global,bos,5,deep,zero,286,25,25,0.3200,0.0800,0.6800,0.1812,-0.0371,12,0.2304,0.0031,13,0.1357,-0.0741
ZEC/USDT,2h,swept12,full,global,bos,5,breaker,zero,139,67,67,0.7612,0.5075,0.2388,0.0733,0.2750,37,0.1051,0.2874,30,0.0340,0.2597
ZEC/USDT,2h,swept12,full,global,choch,0,ote,zero,206,138,138,0.5362,0.2609,0.4638,-0.0381,0.0186,67,-0.0361,-0.0027,71,-0.0399,0.0387
ZEC/USDT,2h,swept12,full,global,choch,0,ote,tight,206,138,138,0.4928,0.2246,0.5072,0.0518,0.1039,67,0.0832,0.1259,71,0.0222,0.0832
ZEC/USDT,2h,swept12,full,global,choch,0,deep,zero,206,72,72,0.1944,0.0972,0.8056,-0.2823,-0.2858,37,-0.2019,-0.2059,35,-0.3672,-0.3704
ZEC/USDT,2h,swept12,full,global,choch,0,breaker,zero,123,78,78,0.7564,0.3846,0.2436,0.0665,0.1826,38,0.1132,0.2482,40,0.0222,0.1204
ZEC/USDT,2h,swept12,full,global,choch,5,ote,zero,123,81,81,0.5432,0.2840,0.4568,-0.0255,0.0522,40,0.0315,0.1132,41,-0.0812,-0.0073
ZEC/USDT,2h,swept12,full,global,choch,5,ote,tight,123,81,81,0.4691,0.2346,0.5309,0.0014,0.0816,40,0.1206,0.2288,41,-0.1149,-0.0621
ZEC/USDT,2h,swept12,full,global,choch,5,deep,zero,123,31,31,0.1613,0.1290,0.8387,-0.4047,-0.2792,15,-0.2618,-0.1770,16,-0.5386,-0.3750
ZEC/USDT,2h,swept12,full,global,choch,5,breaker,zero,62,35,35,0.7429,0.4000,0.2571,0.0474,0.1771,21,0.0743,0.2538,14,0.0071,0.0621
ZEC/USDT,2h,single,full,local,bos,0,ote,zero,256,125,124,0.5600,0.3360,0.4320,0.0127,0.1385,73,0.1304,0.2765,52,-0.1558,-0.0590
ZEC/USDT,2h,single,full,local,bos,0,ote,tight,256,125,124,0.4720,0.2720,0.5200,0.0156,0.1505,73,0.1696,0.2835,52,-0.2048,-0.0398
ZEC/USDT,2h,single,full,local,bos,0,deep,zero,256,47,47,0.3404,0.1489,0.6596,0.2565,0.1938,24,0.5380,0.5303,23,-0.0371,-0.1573
ZEC/USDT,2h,single,full,local,bos,0,breaker,zero,110,41,41,0.7317,0.5366,0.2683,0.0317,0.2600,20,0.1280,0.3518,21,-0.0600,0.1726
ZEC/USDT,2h,single,full,local,bos,5,ote,zero,199,85,84,0.6000,0.3647,0.3882,0.0891,0.2294,52,0.1729,0.3107,33,-0.0470,0.0972
ZEC/USDT,2h,single,full,local,bos,5,ote,tight,199,85,84,0.4941,0.2824,0.4941,0.0673,0.2055,52,0.1904,0.2715,33,-0.1328,0.0981
ZEC/USDT,2h,single,full,local,bos,5,deep,zero,199,19,19,0.5263,0.2105,0.4737,0.9427,0.7933,10,1.2147,0.9382,9,0.6405,0.6323
ZEC/USDT,2h,single,full,local,bos,5,breaker,zero,77,22,22,0.8182,0.6364,0.1818,0.1536,0.4345,13,0.1931,0.3992,9,0.0967,0.4856
ZEC/USDT,2h,single,full,local,choch,0,ote,zero,208,156,156,0.5641,0.3269,0.4359,0.0119,0.1258,77,0.0484,0.1384,79,-0.0236,0.1134
ZEC/USDT,2h,single,full,local,choch,0,ote,tight,208,156,156,0.5192,0.2628,0.4808,0.1083,0.2018,77,0.1643,0.2383,79,0.0538,0.1662
ZEC/USDT,2h,single,full,local,choch,0,deep,zero,208,86,86,0.2209,0.1279,0.7791,-0.1845,-0.1423,42,-0.3848,-0.4195,44,0.0067,0.1223
ZEC/USDT,2h,single,full,local,choch,0,breaker,zero,105,72,72,0.7222,0.3889,0.2778,0.0183,0.1444,30,0.1280,0.1990,42,-0.0600,0.1055
ZEC/USDT,2h,single,full,local,choch,5,ote,zero,91,67,67,0.5672,0.3134,0.4328,0.0174,0.1161,34,0.2663,0.3811,33,-0.2390,-0.1569
ZEC/USDT,2h,single,full,local,choch,5,ote,tight,91,67,67,0.5224,0.2687,0.4776,0.1151,0.2154,34,0.3812,0.4918,33,-0.1591,-0.0694
ZEC/USDT,2h,single,full,local,choch,5,deep,zero,91,27,27,0.2593,0.1481,0.7407,-0.0430,0.0014,13,0.1357,0.1301,14,-0.2091,-0.1182
ZEC/USDT,2h,single,full,local,choch,5,breaker,zero,34,20,20,0.7000,0.4500,0.3000,-0.0130,0.1607,10,0.2690,0.5075,10,-0.2950,-0.1860
ZEC/USDT,2h,single,full,global,bos,0,ote,zero,256,119,118,0.6387,0.3697,0.3529,0.1554,0.2849,76,0.2038,0.3180,43,0.0678,0.2251
ZEC/USDT,2h,single,full,global,bos,0,ote,tight,256,119,118,0.5546,0.3193,0.4370,0.1939,0.3520,76,0.2920,0.3954,43,0.0165,0.2736
ZEC/USDT,2h,single,full,global,bos,0,deep,zero,256,21,21,0.2857,0.1429,0.7143,0.0546,0.0494,12,-0.0772,0.0288,9,0.2304,0.0768
ZEC/USDT,2h,single,full,global,bos,0,breaker,zero,109,35,35,0.8286,0.5429,0.1714,0.1683,0.3811,21,0.2086,0.4021,14,0.1079,0.3496
ZEC/USDT,2h,single,full,global,bos,5,ote,zero,254,118,117,0.6441,0.3729,0.3475,0.1653,0.2959,75,0.2198,0.3356,43,0.0678,0.2251
ZEC/USDT,2h,single,full,global,bos,5,ote,tight,254,118,117,0.5593,0.3220,0.4322,0.2041,0.3636,75,0.3092,0.4140,43,0.0165,0.2736
ZEC/USDT,2h,single,full,global,bos,5,deep,zero,254,20,20,0.3000,0.1500,0.7000,0.1073,0.1018,11,0.0067,0.1223,9,0.2304,0.0768
ZEC/USDT,2h,single,full,global,bos,5,breaker,zero,107,34,34,0.8235,0.5588,0.1765,0.1612,0.3863,20,0.1985,0.4120,14,0.1079,0.3496
ZEC/USDT,2h,single,full,global,choch,0,ote,zero,208,146,146,0.5274,0.2877,0.4726,-0.0539,0.0339,69,-0.0901,-0.0219,77,-0.0215,0.0840
ZEC/USDT,2h,single,full,global,choch,0,ote,tight,208,146,146,0.4795,0.2466,0.5205,0.0234,0.1155,69,-0.0101,0.0692,77,0.0534,0.1569
ZEC/USDT,2h,single,full,global,choch,0,deep,zero,208,67,67,0.2687,0.1343,0.7313,-0.0084,-0.0133,29,-0.1090,-0.1592,38,0.0685,0.0981
ZEC/USDT,2h,single,full,global,choch,0,breaker,zero,101,62,62,0.6613,0.3871,0.3387,-0.0676,0.0698,30,-0.0130,0.1255,32,-0.1188,0.0175
ZEC/USDT,2h,single,full,global,choch,5,ote,zero,138,94,94,0.5319,0.2872,0.4681,-0.0458,0.0398,48,0.0091,0.1086,46,-0.1031,-0.0320
ZEC/USDT,2h,single,full,global,choch,5,ote,tight,138,94,94,0.4681,0.2447,0.5319,-0.0009,0.0949,48,0.0673,0.1835,46,-0.0719,0.0024
ZEC/USDT,2h,single,full,global,choch,5,deep,zero,138,32,32,0.2813,0.1563,0.7188,0.0381,0.0744,14,0.5819,0.5740,18,-0.3848,-0.3141
ZEC/USDT,2h,single,full,global,choch,5,breaker,zero,57,30,30,0.6667,0.4333,0.3333,-0.0600,0.1088,16,0.0575,0.2562,14,-0.1943,-0.0596
XRP/USDT,1h,base,full,local,bos,0,ote,zero,239,139,138,0.5971,0.3453,0.3957,0.0789,0.1995,66,-0.0065,0.0916,73,0.1550,0.2957
XRP/USDT,1h,base,full,local,bos,0,ote,tight,239,139,138,0.5108,0.2734,0.4820,0.0982,0.2129,66,-0.0477,0.0399,73,0.2281,0.3669
XRP/USDT,1h,base,full,local,bos,0,deep,zero,239,69,69,0.3623,0.2319,0.6377,0.3374,0.4654,31,0.1907,0.2704,38,0.4570,0.6244
XRP/USDT,1h,base,full,local,bos,0,breaker,zero,136,82,81,0.7683,0.4024,0.2195,0.0967,0.2244,41,0.0661,0.1518,41,0.1280,0.2989
XRP/USDT,1h,base,full,local,bos,5,ote,zero,174,87,86,0.5287,0.2644,0.4598,-0.0405,0.0235,47,-0.1031,-0.0320,40,0.0315,0.0873
XRP/USDT,1h,base,full,local,bos,5,ote,tight,174,87,86,0.4713,0.2299,0.5172,0.0176,0.0905,47,-0.1183,-0.0317,40,0.1740,0.2311
XRP/USDT,1h,base,full,local,bos,5,deep,zero,174,30,30,0.2333,0.1333,0.7667,-0.1387,-0.0988,15,-0.2618,-0.3539,15,-0.0157,0.1564
XRP/USDT,1h,base,full,local,bos,5,breaker,zero,86,40,39,0.6750,0.3250,0.3000,-0.0238,0.0692,23,-0.0191,0.0835,17,-0.0306,0.0488
XRP/USDT,1h,base,full,local,choch,0,ote,zero,151,101,101,0.5743,0.3465,0.4257,0.0302,0.1602,56,-0.0390,0.1542,45,0.1162,0.1677
XRP/USDT,1h,base,full,local,choch,0,ote,tight,151,101,101,0.4653,0.2772,0.5347,-0.0067,0.1386,56,-0.1233,0.0919,45,0.1384,0.1968
XRP/USDT,1h,base,full,local,choch,0,deep,zero,151,64,64,0.2813,0.1563,0.7188,0.0381,0.0744,35,-0.0509,0.0582,29,0.1455,0.0941
XRP/USDT,1h,base,full,local,choch,0,breaker,zero,108,72,72,0.7361,0.4583,0.2639,0.0379,0.2101,36,-0.0208,0.1501,36,0.0967,0.2701
XRP/USDT,1h,base,full,local,choch,5,ote,zero,62,36,36,0.4722,0.2778,0.5278,-0.1529,-0.0534,20,-0.2824,-0.1830,16,0.0091,0.1086
XRP/USDT,1h,base,full,local,choch,5,ote,tight,62,36,36,0.4167,0.2500,0.5833,-0.1106,0.0221,20,-0.3596,-0.2345,16,0.2007,0.3430
XRP/USDT,1h,base,full,local,choch,5,deep,zero,62,18,18,0.1667,0.0000,0.8333,-0.3848,-0.6091,12,-0.3848,-0.6091,6,-0.3848,-0.6091
XRP/USDT,1h,base,full,local,choch,5,breaker,zero,40,21,21,0.6667,0.3333,0.3333,-0.0600,0.0383,8,-0.1188,-0.1588,13,-0.0238,0.1596
XRP/USDT,1h,base,full,global,bos,0,ote,zero,239,105,104,0.5143,0.2476,0.4762,-0.0686,-0.0164,53,-0.0686,-0.0561,52,-0.0686,0.0233
XRP/USDT,1h,base,full,global,bos,0,ote,tight,239,105,104,0.4286,0.2095,0.5619,-0.0764,-0.0095,53,-0.0969,-0.1098,52,-0.0559,0.0907
XRP/USDT,1h,base,full,global,bos,0,deep,zero,239,23,23,0.3043,0.1739,0.6957,0.1234,0.1755,14,-0.4727,-0.4753,9,1.0506,1.1879
XRP/USDT,1h,base,full,global,bos,0,breaker,zero,113,46,45,0.6304,0.3261,0.3478,-0.0913,0.0116,29,-0.0276,0.0741,17,-0.2069,-0.1019
XRP/USDT,1h,base,full,global,bos,5,ote,zero,236,102,101,0.5098,0.2353,0.4804,-0.0764,-0.0353,52,-0.0503,-0.0376,50,-0.1031,-0.0329
XRP/USDT,1h,base,full,global,bos,5,ote,tight,236,102,101,0.4216,0.1961,0.5686,-0.0912,-0.0404,52,-0.0792,-0.0923,50,-0.1035,0.0126
XRP/USDT,1h,base,full,global,bos,5,deep,zero,236,21,21,0.2857,0.1429,0.7143,0.0546,0.0494,13,-0.4321,-0.4350,8,0.8455,0.8364
XRP/USDT,1h,base,full,global,bos,5,breaker,zero,112,45,44,0.6222,0.3333,0.3556,-0.1027,0.0072,28,-0.0432,0.0695,17,-0.2069,-0.1019
