htf,symbol,timeframe,scenario,entryAt,direction,htfTrend,trendAligned,pdZone,pdAligned,netR
4h,ETH/USDT,30m,ote,1767591000000,long,bullish,true,premium,false,1.3348426312199195
4h,ETH/USDT,30m,deep,1767594600000,long,bullish,true,discount,true,3.8048929532430185
4h,ETH/USDT,30m,breaker,1767585600000,long,bullish,true,premium,false,0.1241799671504197
4h,ETH/USDT,30m,ote,1767720600000,long,bullish,true,premium,false,0.3375984760392754
4h,ETH/USDT,30m,deep,1767796200000,long,bullish,true,discount,true,-1.1288871062552959
4h,ETH/USDT,30m,breaker,1767657600000,long,bullish,true,premium,false,0.15812770216687125
4h,ETH/USDT,30m,ote,1767796200000,long,bullish,true,discount,true,-1.0105889446913099
4h,ETH/USDT,30m,ote,1768577400000,long,bearish,false,discount,true,-1.0219736166953457
4h,ETH/USDT,30m,breaker,1769023800000,short,bearish,true,discount,false,0.9000294407127001
4h,ETH/USDT,30m,ote,1769023800000,short,bearish,true,discount,false,1.4201717393363857
4h,ETH/USDT,30m,ote,1769023800000,short,bearish,true,discount,false,1.4216393590007625
4h,ETH/USDT,30m,ote,1769194800000,long,bearish,false,premium,false,-1.0558053193245311
4h,ETH/USDT,30m,deep,1769329800000,long,range,,discount,true,-1.1140842434269154
4h,ETH/USDT,30m,ote,1769410800000,short,range,,discount,false,1.4090874208673754
4h,ETH/USDT,30m,deep,1769529600000,short,bearish,true,premium,true,-1.0701869879731354
4h,ETH/USDT,30m,breaker,1769389200000,short,range,,discount,false,-1.0263788294057377
4h,ETH/USDT,30m,ote,1769533200000,long,bearish,false,premium,false,0.3705031932050297
4h,ETH/USDT,30m,ote,1769653800000,long,bullish,true,discount,true,-1.021686228529525
4h,ETH/USDT,30m,ote,1770147000000,short,bearish,true,discount,false,1.4161899983200101
4h,ETH/USDT,30m,deep,1770150600000,short,bearish,true,premium,true,3.97079198607208
4h,ETH/USDT,30m,ote,1770301800000,short,bearish,true,discount,false,1.4043180953531536
4h,ETH/USDT,30m,ote,1770604200000,short,bullish,false,discount,false,0.3539539440203544
4h,ETH/USDT,30m,deep,1770658200000,short,bullish,false,premium,true,3.9186973821989604
4h,ETH/USDT,30m,ote,1770692400000,long,range,,premium,false,-1.0385795841007075
4h,ETH/USDT,30m,deep,1770701400000,long,range,,discount,true,-1.0786407149297281
4h,ETH/USDT,30m,breaker,1770672600000,long,bullish,true,discount,true,-1.030473353103156
4h,ETH/USDT,30m,breaker,1770892200000,short,bearish,true,premium,true,0.18876982635825032
4h,ETH/USDT,30m,breaker,1770939000000,short,bearish,true,premium,true,0.1529464786272102
4h,ETH/USDT,30m,breaker,1771128000000,short,range,,premium,true,0.14395092681258562
4h,ETH/USDT,30m,breaker,1771797600000,short,range,,premium,true,0.8540180502766446
4h,ETH/USDT,30m,breaker,1771853400000,short,range,,premium,true,0.8764822460364063
4h,ETH/USDT,30m,breaker,1771981200000,short,bearish,true,premium,true,-1.0136334693877551
4h,ETH/USDT,30m,breaker,1772062200000,long,bearish,false,premium,false,0.1939603183431708
4h,ETH/USDT,30m,ote,1772062200000,long,bearish,false,premium,false,0.3856425741390014
4h,ETH/USDT,30m,ote,1772163000000,short,range,,premium,true,1.368219959591384
4h,ETH/USDT,30m,breaker,1772132400000,short,range,,premium,true,0.1521444955920649
4h,ETH/USDT,30m,breaker,1772395200000,long,bearish,false,discount,true,0.18051863057787226
4h,ETH/USDT,30m,ote,1772402400000,short,bearish,true,premium,true,-1.0319032744521328
4h,ETH/USDT,30m,deep,1772463600000,short,range,,premium,true,-1.0663842243962733
4h,ETH/USDT,30m,breaker,1772472600000,long,range,,premium,false,0.18326529090759838
4h,ETH/USDT,30m,breaker,1773039600000,long,range,,premium,false,0.8755192324246764
4h,ETH/USDT,30m,breaker,1773423000000,long,range,,premium,false,0.8964700012975563
4h,ETH/USDT,30m,ote,1773993600000,short,bearish,true,discount,false,1.3903415968116664
4h,ETH/USDT,30m,breaker,1773946800000,short,range,,discount,false,0.1709810696851363
4h,ETH/USDT,30m,ote,1774216800000,short,range,,discount,false,-1.0461685223687767
4h,ETH/USDT,30m,deep,1774263600000,short,range,,discount,false,-1.0957362790101013
4h,ETH/USDT,30m,breaker,1774440000000,long,bullish,true,premium,false,-1.044040206185567
4h,ETH/USDT,30m,ote,1775048400000,long,range,,premium,false,0.3159889097996099
4h,ETH/USDT,30m,deep,1775093400000,long,range,,premium,false,-1.1767710504561202
4h,ETH/USDT,30m,breaker,1775030400000,long,range,,premium,false,0.1411425831024916
4h,ETH/USDT,30m,breaker,1775219400000,short,range,,premium,true,0.17364630885943466
4h,ETH/USDT,30m,breaker,1775349000000,long,bullish,true,discount,true,-1.159688326848251
4h,ETH/USDT,30m,breaker,1775520000000,short,range,,premium,true,0.15535079329962168
4h,ETH/USDT,30m,breaker,1775577600000,short,bullish,false,discount,false,-1.0632842296978786
4h,ETH/USDT,30m,breaker,1775658600000,long,range,,premium,false,0.18462159390736904
4h,ETH/USDT,30m,breaker,1775712600000,short,range,,premium,true,0.15110593910317097
4h,ETH/USDT,30m,breaker,1775957400000,long,bullish,true,premium,false,-1.0814994798439526
4h,ETH/USDT,30m,breaker,1775957400000,long,bullish,true,premium,false,0.1796419444444436
4h,ETH/USDT,30m,breaker,1776090600000,short,bearish,true,premium,true,-1.030982070707071
4h,ETH/USDT,30m,breaker,1776178800000,long,range,,premium,false,0.18717366279069764
4h,ETH/USDT,30m,breaker,1776324600000,long,range,,discount,true,-1.0922656365182875
4h,ETH/USDT,30m,breaker,1776506400000,long,bullish,true,discount,true,-1.0660299455535387
4h,ETH/USDT,30m,ote,1776499200000,long,bullish,true,discount,true,-1.0311104552176171
4h,ETH/USDT,30m,deep,1776564000000,long,bullish,true,discount,true,-1.0632722979085
4h,ETH/USDT,30m,breaker,1776603600000,short,bullish,false,discount,false,0.11181485059760694
4h,ETH/USDT,30m,ote,1776668400000,short,bearish,true,discount,false,-1.0718980734341519
4h,ETH/USDT,30m,deep,1776668400000,short,bearish,true,premium,true,-1.148677187746712
4h,ETH/USDT,30m,breaker,1776648600000,short,bearish,true,discount,false,0.15341627754641524
4h,ETH/USDT,30m,ote,1776934800000,long,bullish,true,discount,true,0.35746340499087204
4h,ETH/USDT,30m,deep,1776965400000,long,bullish,true,discount,true,1.265419990373885
4h,ETH/USDT,30m,breaker,1776902400000,long,bullish,true,discount,true,0.17374153632282355
4h,ETH/USDT,30m,ote,1776902400000,long,bullish,true,discount,true,-1.0332320874142016
4h,ETH/USDT,30m,deep,1776965400000,long,bullish,true,discount,true,-1.0676377505433574
4h,ETH/USDT,30m,breaker,1777136400000,short,bullish,false,discount,false,-0.0904397812192797
4h,ETH/USDT,30m,breaker,1777267800000,long,bullish,true,discount,true,0.06141510228353691
4h,ETH/USDT,30m,breaker,1777266000000,long,bullish,true,discount,true,0.15416697543713517
4h,ETH/USDT,30m,breaker,1777464000000,long,bearish,false,premium,false,-1.0595164245810058
4h,ETH/USDT,30m,breaker,1777604400000,short,range,,discount,false,-1.0472852760736195
4h,ETH/USDT,30m,breaker,1778373000000,long,range,,premium,false,0.07919508333333639
4h,ETH/USDT,30m,breaker,1778445000000,long,range,,premium,false,-1.1568785267212327
4h,ETH/USDT,30m,breaker,1778637600000,short,range,,discount,false,0.1700677898380657
4h,ETH/USDT,30m,breaker,1778810400000,long,bearish,false,discount,true,-1.0994971608832813
4h,ETH/USDT,30m,breaker,1779015600000,long,bearish,false,discount,true,0.06792033236994802
4h,ETH/USDT,30m,breaker,1779568200000,short,bearish,true,premium,true,0.15614080435561983
4h,ETH/USDT,30m,ote,1779568200000,short,bearish,true,premium,true,1.3921395180709615
4h,ETH/USDT,30m,deep,1779568200000,short,bearish,true,premium,true,3.9213059193816058
4h,ETH/USDT,30m,breaker,1779559200000,short,bearish,true,discount,false,0.8803714612037706
4h,ETH/USDT,30m,ote,1779546600000,short,range,,discount,false,-1.1284379566616058
4h,ETH/USDT,30m,deep,1779559200000,short,bearish,true,discount,false,-1.2650131778429907
4h,ETH/USDT,30m,breaker,1779546600000,short,range,,discount,false,-1.1008024339360214
4h,ETH/USDT,30m,breaker,1779841800000,short,range,,discount,false,0.15697015594455097
4h,ETH/USDT,30m,ote,1779912000000,short,bearish,true,discount,false,1.3585414372009974
4h,ETH/USDT,30m,ote,1780068600000,short,bearish,true,premium,true,1.4066846390703363
4h,ETH/USDT,30m,breaker,1780268400000,short,range,,premium,true,0.06173756280721038
4h,ETH/USDT,30m,ote,1780340400000,short,range,,discount,false,0.2738744097118521
4h,ETH/USDT,30m,breaker,1780335000000,short,range,,discount,false,0.10848998603351828
4h,ETH/USDT,30m,ote,1780722000000,short,bearish,true,discount,false,0.3616916095151773
4h,ETH/USDT,30m,deep,1780734600000,short,bearish,true,discount,false,-1.0807407428302436
4h,ETH/USDT,30m,ote,1781013600000,long,bullish,true,discount,true,0.3378605719079793
4h,ETH/USDT,30m,breaker,1780894800000,long,range,,premium,false,0.8665630395566183
4h,ETH/USDT,30m,breaker,1781028000000,short,bullish,false,discount,false,0.15502053775343771
4h,ETH/USDT,30m,ote,1781136000000,short,range,,discount,false,-1.0540825744102311
4h,ETH/USDT,30m,deep,1781141400000,short,range,,premium,true,-1.1120201661948734
4h,ETH/USDT,30m,ote,1781245800000,long,bullish,true,discount,true,1.390631458273379
4h,ETH/USDT,30m,breaker,1781469000000,short,bullish,false,discount,false,-1.085435507246377
4h,ETH/USDT,30m,breaker,1781724600000,long,range,,discount,true,0.13814386821820482
4h,ETH/USDT,30m,breaker,1781931600000,short,range,,premium,true,0.1392165175953082
4h,ETH/USDT,30m,breaker,1782365400000,short,bearish,true,premium,true,0.1942400891908304
4h,ETH/USDT,30m,ote,1782264600000,short,range,,discount,false,0.375427230046108
4h,ETH/USDT,30m,breaker,1782361800000,short,bearish,true,premium,true,0.19074228873239438
4h,ETH/USDT,30m,breaker,1782586800000,long,bearish,false,premium,false,0.04160803048297808
4h,ETH/USDT,30m,breaker,1782579600000,long,bearish,false,premium,false,0.13023574270795799
4h,ETH/USDT,30m,breaker,1782635400000,short,bearish,true,premium,true,0.14170620828183086
4h,ETH/USDT,30m,ote,1783132200000,long,bullish,true,premium,false,1.3072849415644543
4h,ETH/USDT,30m,deep,1783339200000,long,range,,discount,true,1.074249985363343
4h,ETH/USDT,30m,breaker,1783126800000,long,bullish,true,premium,false,0.10071459440880054
4h,ETH/USDT,30m,ote,1783647000000,short,bearish,true,premium,true,-1.0567247716688863
4h,ETH/USDT,30m,breaker,1783580400000,short,bearish,true,discount,false,0.1644906202205229
4h,ETH/USDT,1h,breaker,1712545200000,long,bullish,true,premium,false,0.825809406779665
4h,ETH/USDT,1h,ote,1712671200000,long,bullish,true,premium,false,-1.0131580810528915
4h,ETH/USDT,1h,ote,1712833200000,long,bearish,false,premium,false,-1.042986228657909
4h,ETH/USDT,1h,deep,1712926800000,long,bullish,true,discount,true,-1.0877077898563257
4h,ETH/USDT,1h,breaker,1712833200000,long,bearish,false,premium,false,-1.0339369757251164
4h,ETH/USDT,1h,breaker,1713160800000,short,range,,premium,true,0.1965647710696923
4h,ETH/USDT,1h,breaker,1713981600000,long,bearish,false,discount,true,0.18959302795031047
4h,ETH/USDT,1h,breaker,1713967200000,long,bearish,false,premium,false,-1.0527773881213838
4h,ETH/USDT,1h,ote,1714237200000,short,bearish,true,premium,true,-1.044696000981422
4h,ETH/USDT,1h,deep,1714237200000,short,bearish,true,premium,true,-1.0927064313387373
4h,ETH/USDT,1h,breaker,1714006800000,short,range,,discount,false,0.17326990442655887
4h,ETH/USDT,1h,ote,1714046400000,short,range,,discount,false,-1.0320292933483197
4h,ETH/USDT,1h,deep,1714237200000,short,bearish,true,premium,true,-1.066643519821412
4h,ETH/USDT,1h,ote,1714370400000,long,range,,discount,true,0.35561401323907454
4h,ETH/USDT,1h,deep,1714464000000,long,bullish,true,discount,true,-1.0889670556418072
4h,ETH/USDT,1h,breaker,1714359600000,long,bearish,false,premium,false,0.1722879144059128
4h,ETH/USDT,1h,ote,1714359600000,long,bearish,false,premium,false,0.386461955352948
4h,ETH/USDT,1h,deep,1714370400000,long,range,,discount,true,-1.0469654417029453
4h,ETH/USDT,1h,ote,1714816800000,short,range,,premium,true,0.3772942997285115
4h,ETH/USDT,1h,breaker,1714766400000,short,range,,premium,true,0.18977801958661067
4h,ETH/USDT,1h,ote,1714766400000,short,range,,premium,true,0.3825079576621334
4h,ETH/USDT,1h,breaker,1714701600000,short,bearish,true,discount,false,0.1938759547224371
4h,ETH/USDT,1h,breaker,1714989600000,long,bullish,true,premium,false,-1.0453241826673587
4h,ETH/USDT,1h,breaker,1715216400000,short,bearish,true,discount,false,0.1177058243486086
4h,ETH/USDT,1h,breaker,1715580000000,short,bullish,false,discount,false,0.13776891057709573
4h,ETH/USDT,1h,breaker,1715619600000,long,range,,premium,false,-1.0491217391304348
4h,ETH/USDT,1h,ote,1715864400000,long,range,,premium,false,1.3965589320704492
4h,ETH/USDT,1h,breaker,1716134400000,long,bullish,true,premium,false,0.8912038735069219
4h,ETH/USDT,1h,ote,1716494400000,long,bullish,true,discount,true,-1.0059689767228286
4h,ETH/USDT,1h,ote,1716469200000,long,bullish,true,premium,false,-1.034212705225205
4h,ETH/USDT,1h,deep,1716487200000,long,bullish,true,discount,true,-1.0696554615366787
4h,ETH/USDT,1h,breaker,1716919200000,long,bullish,true,discount,true,0.12534936023940402
4h,ETH/USDT,1h,ote,1717038000000,short,bearish,true,discount,false,0.3431317890574941
4h,ETH/USDT,1h,deep,1717156800000,short,bullish,false,premium,true,1.2337104350764154
4h,ETH/USDT,1h,ote,1717700400000,long,bullish,true,discount,true,-1.0551449810885234
4h,ETH/USDT,1h,deep,1717704000000,long,bullish,true,discount,true,-1.1127255370041345
4h,ETH/USDT,1h,breaker,1717678800000,long,bullish,true,premium,false,-1.0434937551355794
4h,ETH/USDT,1h,ote,1718398800000,short,bearish,true,discount,false,0.37221932800954344
4h,ETH/USDT,1h,deep,1718456400000,short,bearish,true,premium,true,3.9533891062799
4h,ETH/USDT,1h,breaker,1718884800000,long,range,,premium,false,-1.0662467787114849
4h,ETH/USDT,1h,breaker,1719489600000,short,range,,premium,true,0.1615779034610149
4h,ETH/USDT,1h,breaker,1719270000000,short,bearish,true,discount,false,0.8966745571955717
4h,ETH/USDT,1h,breaker,1719558000000,long,range,,premium,false,0.16270842405182945
4h,ETH/USDT,1h,breaker,1719928800000,long,range,,discount,true,0.11810947957580406
4h,ETH/USDT,1h,ote,1719871200000,long,range,,premium,false,-1.0472593236835885
4h,ETH/USDT,1h,deep,1719968400000,long,bullish,true,discount,true,-1.0965000743856033
4h,ETH/USDT,1h,breaker,1720281600000,short,range,,premium,true,0.19661358499636755
4h,ETH/USDT,1h,ote,1720573200000,long,range,,premium,false,1.4114633460136918
4h,ETH/USDT,1h,breaker,1720746000000,long,range,,discount,true,0.8963450000000006
4h,ETH/USDT,1h,ote,1721581200000,long,range,,premium,false,0.35034074678850136
4h,ETH/USDT,1h,deep,1721584800000,long,range,,discount,true,1.250764468522938
4h,ETH/USDT,1h,breaker,1721433600000,long,bearish,false,premium,false,0.168143126975763
4h,ETH/USDT,1h,ote,1721761200000,short,bullish,false,discount,false,1.381703349315566
4h,ETH/USDT,1h,deep,1721775600000,short,range,,premium,true,3.899832545973916
4h,ETH/USDT,1h,breaker,1722092400000,long,range,,premium,false,0.13014008121158785
4h,ETH/USDT,1h,breaker,1722261600000,long,range,,premium,false,-1.0330487138613142
4h,ETH/USDT,1h,breaker,1722549600000,short,bearish,true,discount,false,0.8919847422531128
4h,ETH/USDT,1h,ote,1722963600000,long,bearish,false,discount,true,-1.027807012638741
4h,ETH/USDT,1h,deep,1723039200000,long,range,,discount,true,-1.0564751621310218
4h,ETH/USDT,1h,breaker,1723078800000,short,range,,discount,false,0.18360647559805301
4h,ETH/USDT,1h,breaker,1723406400000,long,bullish,true,discount,true,0.19104423726507844
4h,ETH/USDT,1h,breaker,1723374000000,long,range,,premium,false,0.1557093614966378
4h,ETH/USDT,1h,breaker,1724022000000,long,bullish,true,premium,false,0.16138227707006333
4h,ETH/USDT,1h,breaker,1724954400000,long,bearish,false,premium,false,-1.037163568852111
4h,ETH/USDT,1h,breaker,1725897600000,short,range,,premium,true,0.1569137656027799
4h,ETH/USDT,1h,breaker,1725721200000,short,bearish,true,premium,true,-1.0132433997436794
4h,ETH/USDT,1h,breaker,1726336800000,long,bullish,true,premium,false,-1.0263552057331509
4h,ETH/USDT,1h,breaker,1726581600000,short,range,,premium,true,0.18129549208277762
4h,ETH/USDT,1h,ote,1727143200000,long,bullish,true,discount,true,0.3577691467152162
4h,ETH/USDT,1h,deep,1727283600000,long,range,,discount,true,1.2660490819847212
4h,ETH/USDT,1h,breaker,1727085600000,long,range,,premium,false,0.17398184931816146
4h,ETH/USDT,1h,ote,1727326800000,short,range,,discount,false,-1.0566912195337401
4h,ETH/USDT,1h,deep,1727359200000,short,range,,premium,true,-1.117387692548481
4h,ETH/USDT,1h,breaker,1727316000000,short,range,,discount,false,-1.0444094985535197
4h,ETH/USDT,1h,ote,1727593200000,long,range,,discount,true,-1.0393921769259922
4h,ETH/USDT,1h,breaker,1727510400000,long,bullish,true,discount,true,-1.0311120510638299
4h,ETH/USDT,1h,ote,1727676000000,short,bearish,true,discount,false,1.3952305989513216
4h,ETH/USDT,1h,ote,1728057600000,short,bearish,true,premium,true,-1.0512785498561272
4h,ETH/USDT,1h,breaker,1728054000000,short,bearish,true,premium,true,0.16846558411214974
4h,ETH/USDT,1h,breaker,1728295200000,long,bullish,true,premium,false,0.18085080149344207
4h,ETH/USDT,1h,ote,1729555200000,long,bullish,true,discount,true,1.4197118303660101
4h,ETH/USDT,1h,ote,1730779200000,short,bearish,true,discount,false,-1.055943631741354
4h,ETH/USDT,1h,deep,1730815200000,short,bearish,true,premium,true,-1.1158494621693833
4h,ETH/USDT,1h,breaker,1730772000000,short,bearish,true,discount,false,-1.043821894548704
4h,ETH/USDT,1h,ote,1731474000000,long,bullish,true,discount,true,0.39158615690339077
4h,ETH/USDT,1h,ote,1731600000000,short,bearish,true,discount,false,0.3727896739452053
4h,ETH/USDT,1h,deep,1732190400000,short,bearish,true,premium,true,-1.0561488980883964
4h,ETH/USDT,1h,ote,1732150800000,short,range,,discount,false,0.33712986257155253
4h,ETH/USDT,1h,deep,1732161600000,short,bearish,true,premium,true,-1.135166329493073
4h,ETH/USDT,1h,breaker,1732132800000,short,bullish,false,discount,false,0.15820877198124209
4h,ETH/USDT,1h,ote,1732201200000,long,bearish,false,premium,false,0.3798048381324622
4h,ETH/USDT,1h,ote,1732446000000,long,bullish,true,discount,true,0.35382925882656546
4h,ETH/USDT,1h,deep,1732449600000,long,bullish,true,discount,true,1.257942401669319
4h,ETH/USDT,1h,breaker,1732377600000,long,bullish,true,premium,false,0.17088509743767927
