htf,symbol,timeframe,scenario,entryAt,direction,htfTrend,trendAligned,pdZone,pdAligned,netR
1h,ETH/USDT,30m,breaker,1761291000000,long,bullish,true,premium,false,0.16101301664950263
1h,ETH/USDT,30m,ote,1761656400000,short,range,,premium,true,0.3295853798218142
1h,ETH/USDT,30m,breaker,1761638400000,short,bearish,true,premium,true,0.15227880853994402
1h,ETH/USDT,30m,ote,1761910200000,short,range,,premium,true,1.3957147918289177
1h,ETH/USDT,30m,breaker,1761870600000,short,bearish,true,premium,true,0.8831816263775316
1h,ETH/USDT,30m,ote,1761942600000,long,range,,premium,false,0.30477113529441524
1h,ETH/USDT,30m,deep,1761955200000,long,range,,discount,true,1.1570008176476725
1h,ETH/USDT,30m,ote,1762095600000,short,range,,discount,false,1.334448565746678
1h,ETH/USDT,30m,deep,1762126200000,short,range,,premium,true,3.8026014991541444
1h,ETH/USDT,30m,breaker,1762268400000,short,bearish,true,premium,true,0.8745208708809682
1h,ETH/USDT,30m,breaker,1762309800000,short,bearish,true,premium,true,0.197999694719472
1h,ETH/USDT,30m,breaker,1762525800000,short,bullish,false,discount,false,0.16121891914191416
1h,ETH/USDT,30m,breaker,1762617600000,long,range,,discount,true,0.8859490215104051
1h,ETH/USDT,30m,ote,1762603200000,long,range,,discount,true,0.37529809564198974
1h,ETH/USDT,30m,breaker,1763235000000,long,bullish,true,premium,false,-1.07362524110409
1h,ETH/USDT,30m,breaker,1763339400000,short,bearish,true,premium,true,0.16994661256906074
1h,ETH/USDT,30m,ote,1763316000000,short,range,,discount,false,0.36496941729487287
1h,ETH/USDT,30m,deep,1763352000000,short,bearish,true,premium,true,3.9396192396144105
1h,ETH/USDT,30m,ote,1763460000000,short,bearish,true,premium,true,1.4071147766264822
1h,ETH/USDT,30m,deep,1763481600000,short,bullish,false,premium,true,3.9521188859382685
1h,ETH/USDT,30m,breaker,1763436600000,short,bearish,true,discount,false,0.1852634322974473
1h,ETH/USDT,30m,ote,1763593200000,short,bearish,true,premium,true,1.4090391165733558
1h,ETH/USDT,30m,ote,1763586000000,short,bearish,true,discount,false,0.38243062043283516
1h,ETH/USDT,30m,breaker,1763881200000,long,bullish,true,discount,true,0.15993239499192347
1h,ETH/USDT,30m,ote,1763956800000,long,bearish,false,premium,false,1.381037550387706
1h,ETH/USDT,30m,deep,1763974800000,long,range,,discount,true,3.8999432319495337
1h,ETH/USDT,30m,breaker,1764246600000,long,range,,discount,true,0.17547581489619687
1h,ETH/USDT,30m,ote,1764327600000,long,bullish,true,discount,true,0.3134568188438033
1h,ETH/USDT,30m,deep,1764397800000,long,bearish,false,discount,true,-1.1823818295293518
1h,ETH/USDT,30m,breaker,1764428400000,short,bearish,true,discount,false,0.12761848336304094
1h,ETH/USDT,30m,breaker,1764536400000,long,bullish,true,discount,true,-1.0760594108019643
1h,ETH/USDT,30m,breaker,1764770400000,long,bullish,true,discount,true,0.14410517334360476
1h,ETH/USDT,30m,ote,1764950400000,long,bearish,false,discount,true,0.38753896142485533
1h,ETH/USDT,30m,breaker,1765029600000,short,range,,premium,true,0.1739536218825737
1h,ETH/USDT,30m,breaker,1765121400000,short,range,,discount,false,-1.0467278207109738
1h,ETH/USDT,30m,breaker,1765143000000,long,range,,premium,false,0.1806958740823882
1h,ETH/USDT,30m,breaker,1765792800000,short,bullish,false,premium,true,0.875101746718794
1h,ETH/USDT,30m,ote,1765985400000,long,bearish,false,premium,false,-1.0485021253743387
1h,ETH/USDT,30m,deep,1765985400000,long,bearish,false,discount,true,-1.0990572527335878
1h,ETH/USDT,30m,ote,1766064600000,short,range,,premium,true,0.36251808726336343
1h,ETH/USDT,30m,deep,1766064600000,short,range,,premium,true,1.2735995198665027
1h,ETH/USDT,30m,breaker,1766062800000,short,range,,discount,false,0.17816391658900324
1h,ETH/USDT,30m,breaker,1766320200000,long,range,,premium,false,-1.144246311049533
1h,ETH/USDT,30m,breaker,1766521800000,short,bearish,true,premium,true,0.17067264019108866
1h,ETH/USDT,30m,breaker,1766896200000,long,range,,premium,false,0.04146574989301963
1h,ETH/USDT,30m,breaker,1767000600000,long,range,,discount,true,0.1009031216216226
1h,ETH/USDT,30m,breaker,1767000600000,long,range,,discount,true,0.8740435840182179
1h,ETH/USDT,30m,breaker,1767184200000,long,range,,premium,false,0.026627233455885566
1h,ETH/USDT,30m,ote,1767591000000,long,bullish,true,discount,true,1.3348426312199195
1h,ETH/USDT,30m,deep,1767594600000,long,bullish,true,discount,true,3.8048929532430185
1h,ETH/USDT,30m,breaker,1767585600000,long,bullish,true,discount,true,0.1241799671504197
1h,ETH/USDT,30m,ote,1767720600000,long,bullish,true,discount,true,0.3375984760392754
1h,ETH/USDT,30m,deep,1767796200000,long,bearish,false,discount,true,-1.1288871062552959
1h,ETH/USDT,30m,breaker,1767657600000,long,bullish,true,premium,false,0.15812770216687125
1h,ETH/USDT,30m,ote,1767796200000,long,bearish,false,discount,true,-1.0105889446913099
1h,ETH/USDT,30m,ote,1768577400000,long,range,,discount,true,-1.0219736166953457
1h,ETH/USDT,30m,breaker,1769023800000,short,range,,premium,true,0.9000294407127001
1h,ETH/USDT,30m,ote,1769023800000,short,range,,premium,true,1.4201717393363857
1h,ETH/USDT,30m,ote,1769023800000,short,range,,premium,true,1.4216393590007625
1h,ETH/USDT,30m,ote,1769194800000,long,bearish,false,premium,false,-1.0558053193245311
1h,ETH/USDT,30m,deep,1769329800000,long,range,,discount,true,-1.1140842434269154
1h,ETH/USDT,30m,ote,1769410800000,short,bearish,true,premium,true,1.4090874208673754
1h,ETH/USDT,30m,deep,1769529600000,short,bullish,false,premium,true,-1.0701869879731354
1h,ETH/USDT,30m,breaker,1769389200000,short,bearish,true,discount,false,-1.0263788294057377
1h,ETH/USDT,30m,ote,1769533200000,long,bullish,true,premium,false,0.3705031932050297
1h,ETH/USDT,30m,ote,1769653800000,long,bearish,false,discount,true,-1.021686228529525
1h,ETH/USDT,30m,ote,1770147000000,short,bearish,true,discount,false,1.4161899983200101
1h,ETH/USDT,30m,deep,1770150600000,short,bearish,true,premium,true,3.97079198607208
1h,ETH/USDT,30m,ote,1770301800000,short,bearish,true,discount,false,1.4043180953531536
1h,ETH/USDT,30m,ote,1770604200000,short,bullish,false,discount,false,0.3539539440203544
1h,ETH/USDT,30m,deep,1770658200000,short,bearish,true,premium,true,3.9186973821989604
1h,ETH/USDT,30m,ote,1770692400000,long,bullish,true,discount,true,-1.0385795841007075
1h,ETH/USDT,30m,deep,1770701400000,long,range,,discount,true,-1.0786407149297281
1h,ETH/USDT,30m,breaker,1770672600000,long,bearish,false,premium,false,-1.030473353103156
1h,ETH/USDT,30m,breaker,1770892200000,short,bullish,false,premium,true,0.18876982635825032
1h,ETH/USDT,30m,breaker,1770939000000,short,range,,premium,true,0.1529464786272102
1h,ETH/USDT,30m,breaker,1771128000000,short,bullish,false,discount,false,0.14395092681258562
1h,ETH/USDT,30m,breaker,1771797600000,short,range,,discount,false,0.8540180502766446
1h,ETH/USDT,30m,breaker,1771853400000,short,bearish,true,premium,true,0.8764822460364063
1h,ETH/USDT,30m,breaker,1771981200000,short,range,,premium,true,-1.0136334693877551
1h,ETH/USDT,30m,breaker,1772062200000,long,bullish,true,premium,false,0.1939603183431708
1h,ETH/USDT,30m,ote,1772062200000,long,bullish,true,premium,false,0.3856425741390014
1h,ETH/USDT,30m,ote,1772163000000,short,bearish,true,premium,true,1.368219959591384
1h,ETH/USDT,30m,breaker,1772132400000,short,range,,discount,false,0.1521444955920649
1h,ETH/USDT,30m,breaker,1772395200000,long,range,,discount,true,0.18051863057787226
1h,ETH/USDT,30m,ote,1772402400000,short,range,,discount,false,-1.0319032744521328
1h,ETH/USDT,30m,deep,1772463600000,short,range,,premium,true,-1.0663842243962733
1h,ETH/USDT,30m,breaker,1772472600000,long,range,,premium,false,0.18326529090759838
1h,ETH/USDT,30m,breaker,1773039600000,long,bearish,false,premium,false,0.8755192324246764
1h,ETH/USDT,30m,breaker,1773423000000,long,bullish,true,discount,true,0.8964700012975563
1h,ETH/USDT,30m,ote,1773993600000,short,range,,premium,true,1.3903415968116664
1h,ETH/USDT,30m,breaker,1773946800000,short,bearish,true,premium,true,0.1709810696851363
1h,ETH/USDT,30m,ote,1774216800000,short,range,,discount,false,-1.0461685223687767
1h,ETH/USDT,30m,deep,1774263600000,short,bearish,true,premium,true,-1.0957362790101013
1h,ETH/USDT,30m,breaker,1774440000000,long,bullish,true,premium,false,-1.044040206185567
1h,ETH/USDT,30m,ote,1775048400000,long,range,,discount,true,0.3159889097996099
1h,ETH/USDT,30m,deep,1775093400000,long,range,,discount,true,-1.1767710504561202
1h,ETH/USDT,30m,breaker,1775030400000,long,bearish,false,premium,false,0.1411425831024916
1h,ETH/USDT,30m,breaker,1775219400000,short,bearish,true,premium,true,0.17364630885943466
1h,ETH/USDT,30m,breaker,1775349000000,long,range,,discount,true,-1.159688326848251
1h,ETH/USDT,30m,breaker,1775520000000,short,bearish,true,discount,false,0.15535079329962168
1h,ETH/USDT,30m,breaker,1775577600000,short,bullish,false,discount,false,-1.0632842296978786
1h,ETH/USDT,30m,breaker,1775658600000,long,range,,premium,false,0.18462159390736904
1h,ETH/USDT,30m,breaker,1775712600000,short,bearish,true,discount,false,0.15110593910317097
1h,ETH/USDT,30m,breaker,1775957400000,long,bullish,true,discount,true,-1.0814994798439526
1h,ETH/USDT,30m,breaker,1775957400000,long,bullish,true,discount,true,0.1796419444444436
1h,ETH/USDT,30m,breaker,1776090600000,short,bearish,true,premium,true,-1.030982070707071
1h,ETH/USDT,30m,breaker,1776178800000,long,range,,discount,true,0.18717366279069764
1h,ETH/USDT,30m,breaker,1776324600000,long,bearish,false,discount,true,-1.0922656365182875
1h,ETH/USDT,30m,breaker,1776506400000,long,range,,discount,true,-1.0660299455535387
1h,ETH/USDT,30m,ote,1776499200000,long,range,,discount,true,-1.0311104552176171
1h,ETH/USDT,30m,deep,1776564000000,long,bearish,false,discount,true,-1.0632722979085
1h,ETH/USDT,30m,breaker,1776603600000,short,bearish,true,premium,true,0.11181485059760694
1h,ETH/USDT,30m,ote,1776668400000,short,bearish,true,premium,true,-1.0718980734341519
1h,ETH/USDT,30m,deep,1776668400000,short,bearish,true,premium,true,-1.148677187746712
1h,ETH/USDT,30m,breaker,1776648600000,short,bearish,true,discount,false,0.15341627754641524
1h,ETH/USDT,30m,ote,1776934800000,long,bearish,false,discount,true,0.35746340499087204
1h,ETH/USDT,30m,deep,1776965400000,long,bearish,false,discount,true,1.265419990373885
1h,ETH/USDT,30m,breaker,1776902400000,long,range,,discount,true,0.17374153632282355
1h,ETH/USDT,30m,ote,1776902400000,long,range,,discount,true,-1.0332320874142016
1h,ETH/USDT,30m,deep,1776965400000,long,bearish,false,discount,true,-1.0676377505433574
1h,ETH/USDT,30m,breaker,1777136400000,short,range,,discount,false,-0.0904397812192797
1h,ETH/USDT,30m,breaker,1777267800000,long,bullish,true,discount,true,0.06141510228353691
1h,ETH/USDT,30m,breaker,1777266000000,long,bullish,true,discount,true,0.15416697543713517
1h,ETH/USDT,30m,breaker,1777464000000,long,bullish,true,discount,true,-1.0595164245810058
1h,ETH/USDT,30m,breaker,1777604400000,short,range,,premium,true,-1.0472852760736195
1h,ETH/USDT,30m,breaker,1778373000000,long,range,,premium,false,0.07919508333333639
1h,ETH/USDT,30m,breaker,1778445000000,long,bullish,true,discount,true,-1.1568785267212327
1h,ETH/USDT,30m,breaker,1778637600000,short,bearish,true,premium,true,0.1700677898380657
1h,ETH/USDT,30m,breaker,1778810400000,long,range,,discount,true,-1.0994971608832813
1h,ETH/USDT,30m,breaker,1779015600000,long,bearish,false,premium,false,0.06792033236994802
1h,ETH/USDT,30m,breaker,1779568200000,short,bearish,true,premium,true,0.15614080435561983
1h,ETH/USDT,30m,ote,1779568200000,short,bearish,true,premium,true,1.3921395180709615
1h,ETH/USDT,30m,deep,1779568200000,short,bearish,true,premium,true,3.9213059193816058
1h,ETH/USDT,30m,breaker,1779559200000,short,bearish,true,premium,true,0.8803714612037706
1h,ETH/USDT,30m,ote,1779546600000,short,bearish,true,premium,true,-1.1284379566616058
1h,ETH/USDT,30m,deep,1779559200000,short,bearish,true,premium,true,-1.2650131778429907
1h,ETH/USDT,30m,breaker,1779546600000,short,bearish,true,premium,true,-1.1008024339360214
1h,ETH/USDT,30m,breaker,1779841800000,short,bearish,true,premium,true,0.15697015594455097
1h,ETH/USDT,30m,ote,1779912000000,short,range,,discount,false,1.3585414372009974
1h,ETH/USDT,30m,ote,1780068600000,short,range,,premium,true,1.4066846390703363
1h,ETH/USDT,30m,breaker,1780268400000,short,bearish,true,premium,true,0.06173756280721038
1h,ETH/USDT,30m,ote,1780340400000,short,bearish,true,premium,true,0.2738744097118521
1h,ETH/USDT,30m,breaker,1780335000000,short,bearish,true,premium,true,0.10848998603351828
1h,ETH/USDT,30m,ote,1780722000000,short,bearish,true,discount,false,0.3616916095151773
1h,ETH/USDT,30m,deep,1780734600000,short,bearish,true,premium,true,-1.0807407428302436
1h,ETH/USDT,30m,ote,1781013600000,long,range,,discount,true,0.3378605719079793
1h,ETH/USDT,30m,breaker,1780894800000,long,range,,discount,true,0.8665630395566183
1h,ETH/USDT,30m,breaker,1781028000000,short,range,,discount,false,0.15502053775343771
1h,ETH/USDT,30m,ote,1781136000000,short,range,,discount,false,-1.0540825744102311
1h,ETH/USDT,30m,deep,1781141400000,short,range,,premium,true,-1.1120201661948734
1h,ETH/USDT,30m,ote,1781245800000,long,range,,discount,true,1.390631458273379
1h,ETH/USDT,30m,breaker,1781469000000,short,bearish,true,discount,false,-1.085435507246377
1h,ETH/USDT,30m,breaker,1781724600000,long,range,,discount,true,0.13814386821820482
1h,ETH/USDT,30m,breaker,1781931600000,short,bullish,false,premium,true,0.1392165175953082
1h,ETH/USDT,30m,breaker,1782365400000,short,range,,premium,true,0.1942400891908304
1h,ETH/USDT,30m,ote,1782264600000,short,range,,premium,true,0.375427230046108
1h,ETH/USDT,30m,breaker,1782361800000,short,range,,premium,true,0.19074228873239438
1h,ETH/USDT,30m,breaker,1782586800000,long,bullish,true,discount,true,0.04160803048297808
1h,ETH/USDT,30m,breaker,1782579600000,long,range,,premium,false,0.13023574270795799
1h,ETH/USDT,30m,breaker,1782635400000,short,bearish,true,premium,true,0.14170620828183086
1h,ETH/USDT,30m,ote,1783132200000,long,bullish,true,discount,true,1.3072849415644543
1h,ETH/USDT,30m,deep,1783339200000,long,bearish,false,discount,true,1.074249985363343
1h,ETH/USDT,30m,breaker,1783126800000,long,bullish,true,discount,true,0.10071459440880054
1h,ETH/USDT,30m,ote,1783647000000,short,range,,premium,true,-1.0567247716688863
1h,ETH/USDT,30m,breaker,1783580400000,short,range,,premium,true,0.1644906202205229
4h,ETH/USDT,30m,ote,1748266200000,long,bearish,false,premium,false,1.396014101785522
4h,ETH/USDT,30m,ote,1748525400000,long,bullish,true,discount,true,-1.0594572393015282
4h,ETH/USDT,30m,deep,1748527200000,long,bullish,true,discount,true,-1.1215984033795834
4h,ETH/USDT,30m,breaker,1748521800000,long,bullish,true,discount,true,-1.0468831900910012
4h,ETH/USDT,30m,ote,1748521800000,long,bullish,true,discount,true,-1.0165200382369088
4h,ETH/USDT,30m,deep,1748565000000,long,bullish,true,discount,true,-1.0332511781523832
4h,ETH/USDT,30m,ote,1748628000000,short,bullish,false,discount,false,0.35104903706004414
4h,ETH/USDT,30m,ote,1748892600000,long,bearish,false,premium,false,1.3772731638853588
4h,ETH/USDT,30m,ote,1749132000000,long,bullish,true,discount,true,-1.0359799135534775
4h,ETH/USDT,30m,deep,1749150000000,long,bullish,true,discount,true,-1.073291654589093
4h,ETH/USDT,30m,breaker,1748921400000,long,range,,premium,false,0.17784820309361213
4h,ETH/USDT,30m,ote,1749067200000,long,bullish,true,premium,false,-1.0246373309439007
4h,ETH/USDT,30m,deep,1749150000000,long,bullish,true,discount,true,-1.049953251628026
4h,ETH/USDT,30m,ote,1749335400000,short,range,,premium,true,-1.015043758677464
4h,ETH/USDT,30m,breaker,1749200400000,short,range,,discount,false,-1.0174864262167926
4h,ETH/USDT,30m,ote,1749609000000,long,range,,premium,false,0.3550934485587819
4h,ETH/USDT,30m,deep,1749713400000,long,bullish,true,discount,true,-1.090120558207646
4h,ETH/USDT,30m,ote,1749664800000,long,range,,premium,false,-1.0610740476812581
4h,ETH/USDT,30m,deep,1749677400000,long,bullish,true,discount,true,-1.1249251347577722
4h,ETH/USDT,30m,breaker,1749661200000,long,range,,premium,false,0.1595330700566375
4h,ETH/USDT,30m,breaker,1749731400000,short,bullish,false,discount,false,0.1213697381399736
4h,ETH/USDT,30m,ote,1750113000000,long,range,,premium,false,0.35361703468137606
4h,ETH/USDT,30m,deep,1750118400000,long,range,,discount,true,-1.0933920963282628
4h,ETH/USDT,30m,breaker,1750113000000,long,range,,premium,false,0.17071828925956084
4h,ETH/USDT,30m,ote,1750221000000,short,range,,discount,false,1.4082375090323294
4h,ETH/USDT,30m,breaker,1750905000000,short,bullish,false,premium,true,0.16710939574017497
4h,ETH/USDT,30m,breaker,1750716000000,short,bearish,true,premium,true,-1.0145396425670186
4h,ETH/USDT,30m,breaker,1750716000000,short,bearish,true,premium,true,-1.00737120829829
4h,ETH/USDT,30m,ote,1750631400000,short,bearish,true,discount,false,-1.0395908907045632
4h,ETH/USDT,30m,deep,1750662000000,short,bearish,true,discount,false,-1.082202199198395
4h,ETH/USDT,30m,breaker,1750611600000,short,bearish,true,discount,false,0.17699590562719844
4h,ETH/USDT,30m,breaker,1751265000000,long,range,,premium,false,0.164767391932645
4h,ETH/USDT,30m,ote,1751904000000,long,bullish,true,discount,true,0.29880373068056837
4h,ETH/USDT,30m,breaker,1751826600000,long,range,,premium,false,0.8382257990599343
4h,ETH/USDT,30m,breaker,1752051600000,long,bullish,true,premium,false,0.8787860185822457
4h,ETH/USDT,30m,ote,1752517800000,long,bullish,true,premium,false,0.35047320914600466
4h,ETH/USDT,30m,deep,1752548400000,long,bullish,true,discount,true,3.91137851563938
4h,ETH/USDT,30m,breaker,1752507000000,long,bullish,true,premium,false,0.16824724238875843
4h,ETH/USDT,30m,ote,1752507000000,long,bullish,true,premium,false,1.3960311294560361
4h,ETH/USDT,30m,deep,1752544800000,long,bullish,true,discount,true,3.9307938946399026
4h,ETH/USDT,30m,ote,1752759000000,long,bullish,true,premium,false,1.3831654531793784
4h,ETH/USDT,30m,breaker,1752753600000,long,bullish,true,premium,false,0.16532685004890282
4h,ETH/USDT,30m,ote,1753113600000,long,bullish,true,premium,false,-1.0455952560214716
4h,ETH/USDT,30m,deep,1753119000000,long,bullish,true,discount,true,-1.0930761027038658
4h,ETH/USDT,30m,ote,1753410600000,long,range,,discount,true,0.35918691820373744
4h,ETH/USDT,30m,deep,1754056800000,long,range,,discount,true,-1.081049970214674
4h,ETH/USDT,30m,breaker,1753403400000,long,range,,premium,false,0.1750962177081376
4h,ETH/USDT,30m,breaker,1753711200000,long,bullish,true,premium,false,-1.0174143538388174
4h,ETH/USDT,30m,ote,1753725600000,long,bullish,true,discount,true,-1.019447755388977
4h,ETH/USDT,30m,deep,1754008200000,long,range,,discount,true,-1.0392752244390988
4h,ETH/USDT,30m,ote,1754197200000,short,range,,discount,false,-1.0578306986744899
4h,ETH/USDT,30m,deep,1754218800000,short,range,,discount,false,-1.1197322752831131
4h,ETH/USDT,30m,breaker,1754168400000,short,range,,discount,false,0.16368345149600344
4h,ETH/USDT,30m,ote,1754404200000,long,bearish,false,premium,false,0.2927084997340519
4h,ETH/USDT,30m,breaker,1754402400000,long,bearish,false,premium,false,0.12284418079096168
4h,ETH/USDT,30m,breaker,1754532000000,long,range,,premium,false,0.860915448256777
4h,ETH/USDT,30m,ote,1754794800000,long,range,,premium,false,0.32412806750532763
4h,ETH/USDT,30m,deep,1754811000000,long,range,,premium,false,1.1968294792125274
4h,ETH/USDT,30m,breaker,1754778600000,long,range,,premium,false,0.14753996105919068
4h,ETH/USDT,30m,ote,1754919000000,short,bullish,false,discount,false,-1.0460787937253586
4h,ETH/USDT,30m,deep,1754919000000,short,bullish,false,premium,true,-1.095551654105057
4h,ETH/USDT,30m,ote,1755180000000,short,bullish,false,premium,true,0.35461172713035904
4h,ETH/USDT,30m,breaker,1755180000000,short,bullish,false,premium,true,0.1719495175244614
4h,ETH/USDT,30m,breaker,1755455400000,long,bearish,false,discount,true,0.1458491286644962
4h,ETH/USDT,30m,breaker,1755538200000,short,bearish,true,discount,false,0.88473693184604
4h,ETH/USDT,30m,breaker,1756063800000,long,bullish,true,premium,false,0.14156671209669103
4h,ETH/USDT,30m,ote,1756063800000,long,bullish,true,premium,false,-1.0374055431688207
4h,ETH/USDT,30m,deep,1756063800000,long,bullish,true,premium,false,-1.0762250181431756
4h,ETH/USDT,30m,breaker,1756130400000,short,bullish,false,discount,false,0.18458620117121347
4h,ETH/USDT,30m,ote,1756420200000,short,range,,discount,false,1.3860416477573074
4h,ETH/USDT,30m,ote,1756470600000,short,range,,discount,false,0.31516381007356625
4h,ETH/USDT,30m,breaker,1756470600000,short,range,,discount,false,0.14094345471782097
4h,ETH/USDT,30m,breaker,1756555200000,long,bearish,false,discount,true,0.15344826155938304
4h,ETH/USDT,30m,breaker,1756681200000,long,range,,premium,false,0.1373823823529433
4h,ETH/USDT,30m,breaker,1756780200000,short,range,,discount,false,0.162643597533549
4h,ETH/USDT,30m,breaker,1756954800000,long,range,,premium,false,0.16911726932668406
4h,ETH/USDT,30m,breaker,1757176200000,short,bullish,false,discount,false,-0.018251666666675256
4h,ETH/USDT,30m,breaker,1757289600000,long,bearish,false,premium,false,0.10257123811265831
4h,ETH/USDT,30m,breaker,1757520000000,long,bearish,false,premium,false,0.15201977378190154
4h,ETH/USDT,30m,breaker,1758387600000,long,bullish,true,discount,true,0.02850653304030993
4h,ETH/USDT,30m,breaker,1758963600000,long,bearish,false,premium,false,0.1556662684541392
4h,ETH/USDT,30m,ote,1759165200000,long,range,,premium,false,1.3307669783804599
4h,ETH/USDT,30m,deep,1759244400000,long,bullish,true,discount,true,3.796506924102249
4h,ETH/USDT,30m,breaker,1759163400000,long,range,,premium,false,0.8318330450070284
4h,ETH/USDT,30m,ote,1759244400000,long,bullish,true,discount,true,1.4123823611311161
4h,ETH/USDT,30m,breaker,1759681800000,long,bullish,true,discount,true,0.12334433544303854
4h,ETH/USDT,30m,ote,1759656600000,long,bullish,true,premium,false,0.3474195398635945
4h,ETH/USDT,30m,deep,1759681800000,long,bullish,true,discount,true,1.244753817625104
4h,ETH/USDT,30m,ote,1759831200000,short,bullish,false,premium,true,-1.1391521850221198
4h,ETH/USDT,30m,deep,1759836600000,short,bullish,false,premium,true,-1.2870586843648792
4h,ETH/USDT,30m,breaker,1760218200000,short,bearish,true,discount,false,-1.0425564102564102
4h,ETH/USDT,30m,ote,1760410800000,long,range,,premium,false,-1.0440171899610435
4h,ETH/USDT,30m,deep,1760416200000,long,range,,discount,true,-1.08982908719733
4h,ETH/USDT,30m,breaker,1760407200000,long,range,,premium,false,-1.0347473113093801
4h,ETH/USDT,30m,ote,1760457600000,short,bullish,false,discount,false,0.3710207158253876
4h,ETH/USDT,30m,breaker,1760455800000,short,bullish,false,discount,false,0.18484698263875485
4h,ETH/USDT,30m,breaker,1760608800000,short,range,,discount,false,0.8794544908350296
4h,ETH/USDT,30m,breaker,1760716800000,short,range,,discount,false,-1.0433210576616758
4h,ETH/USDT,30m,breaker,1760956200000,long,range,,premium,false,-1.0465017584994138
4h,ETH/USDT,30m,breaker,1761291000000,long,range,,premium,false,0.16101301664950263
4h,ETH/USDT,30m,ote,1761656400000,short,bullish,false,premium,true,0.3295853798218142
4h,ETH/USDT,30m,breaker,1761638400000,short,bullish,false,premium,true,0.15227880853994402
4h,ETH/USDT,30m,ote,1761910200000,short,bearish,true,discount,false,1.3957147918289177
4h,ETH/USDT,30m,breaker,1761870600000,short,range,,discount,false,0.8831816263775316
4h,ETH/USDT,30m,ote,1761942600000,long,bearish,false,discount,true,0.30477113529441524
4h,ETH/USDT,30m,deep,1761955200000,long,bearish,false,discount,true,1.1570008176476725
4h,ETH/USDT,30m,ote,1762095600000,short,range,,premium,true,1.334448565746678
4h,ETH/USDT,30m,deep,1762126200000,short,bullish,false,premium,true,3.8026014991541444
4h,ETH/USDT,30m,breaker,1762268400000,short,range,,discount,false,0.8745208708809682
4h,ETH/USDT,30m,breaker,1762309800000,short,range,,discount,false,0.197999694719472
4h,ETH/USDT,30m,breaker,1762525800000,short,range,,discount,false,0.16121891914191416
4h,ETH/USDT,30m,breaker,1762617600000,long,range,,premium,false,0.8859490215104051
4h,ETH/USDT,30m,ote,1762603200000,long,bearish,false,premium,false,0.37529809564198974
4h,ETH/USDT,30m,breaker,1763235000000,long,bearish,false,premium,false,-1.07362524110409
4h,ETH/USDT,30m,breaker,1763339400000,short,range,,discount,false,0.16994661256906074
4h,ETH/USDT,30m,ote,1763316000000,short,range,,discount,false,0.36496941729487287
4h,ETH/USDT,30m,deep,1763352000000,short,range,,discount,false,3.9396192396144105
4h,ETH/USDT,30m,ote,1763460000000,short,bearish,true,discount,false,1.4071147766264822
4h,ETH/USDT,30m,deep,1763481600000,short,bearish,true,premium,true,3.9521188859382685
4h,ETH/USDT,30m,breaker,1763436600000,short,bearish,true,discount,false,0.1852634322974473
4h,ETH/USDT,30m,ote,1763593200000,short,bearish,true,discount,false,1.4090391165733558
4h,ETH/USDT,30m,ote,1763586000000,short,bearish,true,discount,false,0.38243062043283516
4h,ETH/USDT,30m,breaker,1763881200000,long,range,,premium,false,0.15993239499192347
4h,ETH/USDT,30m,ote,1763956800000,long,bullish,true,premium,false,1.381037550387706
4h,ETH/USDT,30m,deep,1763974800000,long,bullish,true,premium,false,3.8999432319495337
4h,ETH/USDT,30m,breaker,1764246600000,long,bullish,true,premium,false,0.17547581489619687
4h,ETH/USDT,30m,ote,1764327600000,long,range,,premium,false,0.3134568188438033
4h,ETH/USDT,30m,deep,1764397800000,long,bullish,true,discount,true,-1.1823818295293518
4h,ETH/USDT,30m,breaker,1764428400000,short,bullish,false,discount,false,0.12761848336304094
4h,ETH/USDT,30m,breaker,1764536400000,long,range,,discount,true,-1.0760594108019643
4h,ETH/USDT,30m,breaker,1764770400000,long,bearish,false,premium,false,0.14410517334360476
4h,ETH/USDT,30m,ote,1764950400000,long,range,,premium,false,0.38753896142485533
4h,ETH/USDT,30m,breaker,1765029600000,short,bullish,false,discount,false,0.1739536218825737
4h,ETH/USDT,30m,breaker,1765121400000,short,range,,discount,false,-1.0467278207109738
4h,ETH/USDT,30m,breaker,1765143000000,long,range,,premium,false,0.1806958740823882
4h,ETH/USDT,30m,breaker,1765792800000,short,bearish,true,premium,true,0.875101746718794
4h,ETH/USDT,30m,ote,1765985400000,long,range,,discount,true,-1.0485021253743387
4h,ETH/USDT,30m,deep,1765985400000,long,range,,discount,true,-1.0990572527335878
4h,ETH/USDT,30m,ote,1766064600000,short,bearish,true,premium,true,0.36251808726336343
4h,ETH/USDT,30m,deep,1766064600000,short,bearish,true,premium,true,1.2735995198665027
4h,ETH/USDT,30m,breaker,1766062800000,short,bearish,true,discount,false,0.17816391658900324
4h,ETH/USDT,30m,breaker,1766320200000,long,range,,premium,false,-1.144246311049533
4h,ETH/USDT,30m,breaker,1766521800000,short,range,,discount,false,0.17067264019108866
4h,ETH/USDT,30m,breaker,1766896200000,long,range,,premium,false,0.04146574989301963
4h,ETH/USDT,30m,breaker,1767000600000,long,bullish,true,premium,false,0.1009031216216226
4h,ETH/USDT,30m,breaker,1767000600000,long,bullish,true,premium,false,0.8740435840182179
4h,ETH/USDT,30m,breaker,1767184200000,long,range,,premium,false,0.026627233455885566
