ladder,symbol,timeframe,scenario,entryAt,direction,netR
t100-241,ADA/USDT,15m,ote,1772989200000,short,0.08365298901665366
t100-141-241,ADA/USDT,15m,ote,1772989200000,short,0.03690549274755568
t100-161-241,ADA/USDT,15m,ote,1772989200000,short,0.03690549274755568
t100-only,ADA/USDT,15m,ote,1772989200000,short,0.22389547782394753
canon,ADA/USDT,15m,deep,1773001800000,short,1.2367265690237808
t100-241,ADA/USDT,15m,deep,1773001800000,short,0.699809029756769
t100-141-241,ADA/USDT,15m,deep,1773001800000,short,1.3303299688514683
t100-161-241,ADA/USDT,15m,deep,1773001800000,short,0.4272331168400774
t100-only,ADA/USDT,15m,deep,1773001800000,short,1.5175367685068437
canon,ADA/USDT,15m,ote,1773039600000,long,0.3601256001770089
t100-241,ADA/USDT,15m,ote,1773039600000,long,0.09944175793782456
t100-141-241,ADA/USDT,15m,ote,1773039600000,long,0.0531479699081754
t100-161-241,ADA/USDT,15m,ote,1773039600000,long,0.0531479699081754
t100-only,ADA/USDT,15m,ote,1773039600000,long,0.23832312202677208
canon,ADA/USDT,15m,ote,1773145800000,long,0.3243836301950834
t100-241,ADA/USDT,15m,ote,1773145800000,long,0.0636997879558956
t100-141-241,ADA/USDT,15m,ote,1773145800000,long,0.2846992649137711
t100-161-241,ADA/USDT,15m,ote,1773145800000,long,0.01648953915747861
t100-only,ADA/USDT,15m,ote,1773145800000,long,0.20533053435114665
canon,ADA/USDT,15m,deep,1773192600000,long,-1.1581694589877825
t100-241,ADA/USDT,15m,deep,1773192600000,long,-1.1581694589877825
t100-141-241,ADA/USDT,15m,deep,1773192600000,long,-1.1581694589877825
t100-161-241,ADA/USDT,15m,deep,1773192600000,long,-1.1581694589877825
t100-only,ADA/USDT,15m,deep,1773192600000,long,-1.1581694589877825
canon,ADA/USDT,15m,ote,1773165600000,long,-1.069013126777428
t100-241,ADA/USDT,15m,ote,1773165600000,long,0.07133063164196832
t100-141-241,ADA/USDT,15m,ote,1773165600000,long,0.024316045502169523
t100-161-241,ADA/USDT,15m,ote,1773165600000,long,0.024316045502169523
t100-only,ADA/USDT,15m,ote,1773165600000,long,0.21237439006136466
canon,ADA/USDT,15m,deep,1773167400000,long,-1.1412605174006758
t100-241,ADA/USDT,15m,deep,1773167400000,long,-1.1412605174006758
t100-141-241,ADA/USDT,15m,deep,1773167400000,long,-1.1412605174006758
t100-161-241,ADA/USDT,15m,deep,1773167400000,long,-1.1412605174006758
t100-only,ADA/USDT,15m,deep,1773167400000,long,-1.1412605174006758
canon,ADA/USDT,15m,ote,1773165600000,long,0.3800614002621649
t100-241,ADA/USDT,15m,ote,1773165600000,long,0.1193775580229788
t100-141-241,ADA/USDT,15m,ote,1773165600000,long,0.07359494435448694
t100-161-241,ADA/USDT,15m,ote,1773165600000,long,0.07359494435448694
t100-only,ADA/USDT,15m,ote,1773165600000,long,0.25672539902845437
canon,ADA/USDT,15m,ote,1773384300000,long,0.29898000885053616
t100-241,ADA/USDT,15m,ote,1773384300000,long,0.03829616661135038
t100-141-241,ADA/USDT,15m,ote,1773384300000,long,-0.009565457093336636
t100-161-241,ADA/USDT,15m,ote,1773384300000,long,-0.009565457093336636
t100-only,ADA/USDT,15m,ote,1773384300000,long,0.1818810377254113
canon,ADA/USDT,15m,deep,1773422100000,long,-1.214460528112905
t100-241,ADA/USDT,15m,deep,1773422100000,long,-1.214460528112905
t100-141-241,ADA/USDT,15m,deep,1773422100000,long,-1.214460528112905
t100-161-241,ADA/USDT,15m,deep,1773422100000,long,-1.214460528112905
t100-only,ADA/USDT,15m,deep,1773422100000,long,-1.214460528112905
canon,ADA/USDT,15m,ote,1773413100000,long,-1.095241735269172
t100-241,ADA/USDT,15m,ote,1773413100000,long,0.046975495185354314
t100-141-241,ADA/USDT,15m,ote,1773413100000,long,-0.0006635816328210975
t100-161-241,ADA/USDT,15m,ote,1773413100000,long,-0.0006635816328210975
t100-only,ADA/USDT,15m,ote,1773413100000,long,0.18989272563988052
canon,ADA/USDT,15m,deep,1773413100000,long,-1.1952282825171943
t100-241,ADA/USDT,15m,deep,1773413100000,long,0.6265626681038827
t100-141-241,ADA/USDT,15m,deep,1773413100000,long,0.352399017896857
t100-161-241,ADA/USDT,15m,deep,1773413100000,long,0.352399017896857
t100-only,ADA/USDT,15m,deep,1773413100000,long,1.4490536187249596
canon,ADA/USDT,15m,ote,1773612000000,long,0.29922530392987984
t100-241,ADA/USDT,15m,ote,1773612000000,long,0.03854146169069702
t100-141-241,ADA/USDT,15m,ote,1773612000000,long,0.2601860239374196
t100-161-241,ADA/USDT,15m,ote,1773612000000,long,-0.009313872396570368
t100-only,ADA/USDT,15m,ote,1773612000000,long,0.1821074639524991
canon,ADA/USDT,15m,ote,1773731700000,short,0.3249948878093982
t100-241,ADA/USDT,15m,ote,1773731700000,short,0.06405023132084528
t100-141-241,ADA/USDT,15m,ote,1773731700000,short,0.01680010023903378
t100-161-241,ADA/USDT,15m,ote,1773731700000,short,0.01680010023903378
t100-only,ADA/USDT,15m,ote,1773731700000,short,0.20580062456627973
canon,ADA/USDT,15m,ote,1773911700000,short,0.3349060220525868
t100-241,ADA/USDT,15m,ote,1773911700000,short,0.07396136556403772
t100-141-241,ADA/USDT,15m,ote,1773911700000,short,0.026965366129488643
t100-161-241,ADA/USDT,15m,ote,1773911700000,short,0.026965366129488643
t100-only,ADA/USDT,15m,ote,1773911700000,short,0.2149493638676849
canon,ADA/USDT,15m,ote,1774560600000,short,1.3040409258803187
t100-241,ADA/USDT,15m,ote,1774560600000,short,-0.001057444800135289
t100-141-241,ADA/USDT,15m,ote,1774560600000,short,-0.04997700347478969
t100-161-241,ADA/USDT,15m,ote,1774560600000,short,-0.04997700347478969
t100-only,ADA/USDT,15m,ote,1774560600000,short,0.1457012312238279
canon,ADA/USDT,15m,ote,1774734300000,long,-1.074331776426446
t100-241,ADA/USDT,15m,ote,1774734300000,long,-1.074331776426446
t100-141-241,ADA/USDT,15m,ote,1774734300000,long,-1.074331776426446
t100-161-241,ADA/USDT,15m,ote,1774734300000,long,-1.074331776426446
t100-only,ADA/USDT,15m,ote,1774734300000,long,-1.074331776426446
canon,ADA/USDT,15m,deep,1774738800000,long,-1.1522041263643625
t100-241,ADA/USDT,15m,deep,1774738800000,long,-1.1522041263643625
t100-141-241,ADA/USDT,15m,deep,1774738800000,long,-1.1522041263643625
t100-161-241,ADA/USDT,15m,deep,1774738800000,long,-1.1522041263643625
t100-only,ADA/USDT,15m,deep,1774738800000,long,-1.1522041263643625
canon,ADA/USDT,15m,ote,1774814400000,short,0.2550244638313347
t100-241,ADA/USDT,15m,ote,1774814400000,short,-0.005920192657216869
t100-141-241,ADA/USDT,15m,ote,1774814400000,short,-0.05496443717436165
t100-161-241,ADA/USDT,15m,ote,1774814400000,short,-0.05496443717436165
t100-only,ADA/USDT,15m,ote,1774814400000,short,0.14121254089421745
canon,ADA/USDT,15m,deep,1774815300000,short,3.730799102468201
t100-241,ADA/USDT,15m,deep,1774815300000,short,3.193881563201182
t100-141-241,ADA/USDT,15m,deep,1774815300000,short,2.93633575168286
t100-161-241,ADA/USDT,15m,deep,1774815300000,short,3.1109430815257846
t100-only,ADA/USDT,15m,deep,1774815300000,short,1.34740905011218
canon,ADA/USDT,15m,ote,1774964700000,short,0.34113128357365147
t100-241,ADA/USDT,15m,ote,1774964700000,short,0.08018662708510113
t100-141-241,ADA/USDT,15m,ote,1774964700000,short,0.033350249740835475
t100-161-241,ADA/USDT,15m,ote,1774964700000,short,0.033350249740835475
t100-only,ADA/USDT,15m,ote,1774964700000,short,0.22069575911789802
canon,ADA/USDT,15m,deep,1775020500000,short,-1.1262997091332163
t100-241,ADA/USDT,15m,deep,1775020500000,short,-1.1262997091332163
t100-141-241,ADA/USDT,15m,deep,1775020500000,short,-1.1262997091332163
t100-161-241,ADA/USDT,15m,deep,1775020500000,short,-1.1262997091332163
t100-only,ADA/USDT,15m,deep,1775020500000,short,-1.1262997091332163
canon,ADA/USDT,15m,ote,1774976400000,short,-1.0721498727735368
t100-241,ADA/USDT,15m,ote,1774976400000,short,0.06985407124682014
t100-141-241,ADA/USDT,15m,ote,1774976400000,short,0.022752756573367793
t100-161-241,ADA/USDT,15m,ote,1774976400000,short,0.022752756573367793
t100-only,ADA/USDT,15m,ote,1774976400000,short,0.2111580152671772
canon,ADA/USDT,15m,deep,1775004300000,short,-1.149195287958116
t100-241,ADA/USDT,15m,deep,1775004300000,short,-1.149195287958116
t100-141-241,ADA/USDT,15m,deep,1775004300000,short,-1.149195287958116
t100-161-241,ADA/USDT,15m,deep,1775004300000,short,-1.149195287958116
t100-only,ADA/USDT,15m,deep,1775004300000,short,-1.149195287958116
canon,ADA/USDT,15m,ote,1775034000000,long,0.3701308569908044
t100-241,ADA/USDT,15m,ote,1775034000000,long,0.10944701475161753
t100-141-241,ADA/USDT,15m,ote,1775034000000,long,0.06340977176847568
t100-161-241,ADA/USDT,15m,ote,1775034000000,long,0.06340977176847568
t100-only,ADA/USDT,15m,ote,1775034000000,long,0.24755874370104308
canon,ADA/USDT,15m,ote,1775140200000,short,-1.0267947952810548
t100-241,ADA/USDT,15m,ote,1775140200000,short,0.11196950034698167
t100-141-241,ADA/USDT,15m,ote,1775140200000,short,0.0659480684709695
t100-161-241,ADA/USDT,15m,ote,1775140200000,short,0.0659480684709695
t100-only,ADA/USDT,15m,ote,1775140200000,short,0.2500337959750182
canon,ADA/USDT,15m,ote,1775591100000,short,-1.0256127457783946
t100-241,ADA/USDT,15m,ote,1775591100000,short,-1.0256127457783946
t100-141-241,ADA/USDT,15m,ote,1775591100000,short,-1.0256127457783946
t100-161-241,ADA/USDT,15m,ote,1775591100000,short,-1.0256127457783946
t100-only,ADA/USDT,15m,ote,1775591100000,short,-1.0256127457783946
canon,ADA/USDT,15m,ote,1776094200000,long,1.351742071355099
t100-241,ADA/USDT,15m,ote,1776094200000,long,0.05203185804775055
t100-141-241,ADA/USDT,15m,ote,1776094200000,long,0.004522431559381458
t100-161-241,ADA/USDT,15m,ote,1776094200000,long,0.004522431559381458
t100-only,ADA/USDT,15m,ote,1776094200000,long,0.19456013751285783
canon,ADA/USDT,15m,ote,1776145500000,long,0.3289259024453375
t100-241,ADA/USDT,15m,ote,1776145500000,long,0.06824206020615049
t100-141-241,ADA/USDT,15m,ote,1776145500000,long,0.021148279926970815
t100-161-241,ADA/USDT,15m,ote,1776145500000,long,0.021148279926970815
t100-only,ADA/USDT,15m,ote,1776145500000,long,0.20952340104368947
canon,ADA/USDT,15m,ote,1776178800000,long,-1.080094025068325
t100-241,ADA/USDT,15m,ote,1776178800000,long,-1.080094025068325
t100-141-241,ADA/USDT,15m,ote,1776178800000,long,-1.080094025068325
t100-161-241,ADA/USDT,15m,ote,1776178800000,long,-1.080094025068325
t100-only,ADA/USDT,15m,ote,1776178800000,long,-1.080094025068325
canon,ADA/USDT,15m,deep,1776187800000,long,-1.1640604808997477
t100-241,ADA/USDT,15m,deep,1776187800000,long,-1.1640604808997477
t100-141-241,ADA/USDT,15m,deep,1776187800000,long,-1.1640604808997477
t100-161-241,ADA/USDT,15m,deep,1776187800000,long,-1.1640604808997477
t100-only,ADA/USDT,15m,deep,1776187800000,long,-1.1640604808997477
canon,ADA/USDT,15m,ote,1776268800000,short,-1.0637060921193349
t100-241,ADA/USDT,15m,ote,1776268800000,short,0.07769472471143521
t100-141-241,ADA/USDT,15m,ote,1776268800000,short,0.03079445243451187
t100-161-241,ADA/USDT,15m,ote,1776268800000,short,0.03079445243451187
t100-only,ADA/USDT,15m,ote,1776268800000,short,0.2183955415422052
canon,ADA/USDT,15m,deep,1776279600000,short,-1.1318214356172702
t100-241,ADA/USDT,15m,deep,1776279600000,short,-1.1318214356172702
t100-141-241,ADA/USDT,15m,deep,1776279600000,short,-1.1318214356172702
t100-161-241,ADA/USDT,15m,deep,1776279600000,short,-1.1318214356172702
t100-only,ADA/USDT,15m,deep,1776279600000,short,-1.1318214356172702
canon,ADA/USDT,15m,ote,1776334500000,long,0.3612186414426376
t100-241,ADA/USDT,15m,ote,1776334500000,long,0.10053479920345099
t100-141-241,ADA/USDT,15m,ote,1776334500000,long,0.3205897886934391
t100-161-241,ADA/USDT,15m,ote,1776334500000,long,0.05426903787292058
t100-only,ADA/USDT,15m,ote,1776334500000,long,0.23933208319504218
canon,ADA/USDT,15m,ote,1776708000000,short,-1.0194339904016492
t100-241,ADA/USDT,15m,ote,1776708000000,short,0.1188045334492869
t100-141-241,ADA/USDT,15m,ote,1776708000000,short,0.07295835883230822
t100-161-241,ADA/USDT,15m,ote,1776708000000,short,0.07295835883230822
t100-only,ADA/USDT,15m,ote,1776708000000,short,0.2563430573002229
canon,ADA/USDT,15m,ote,1777331700000,short,0.3602851225271072
t100-241,ADA/USDT,15m,ote,1777331700000,short,0.09934046603855762
t100-141-241,ADA/USDT,15m,ote,1777331700000,short,0.052995212770021914
t100-161-241,ADA/USDT,15m,ote,1777331700000,short,0.052995212770021914
t100-only,ADA/USDT,15m,ote,1777331700000,short,0.23837622584416474
canon,ADA/USDT,15m,ote,1777464000000,long,-1.1929115278238747
t100-241,ADA/USDT,15m,ote,1777464000000,long,-0.04371788361544473
t100-141-241,ADA/USDT,15m,ote,1777464000000,long,-0.09368243168492132
t100-161-241,ADA/USDT,15m,ote,1777464000000,long,-0.09368243168492132
t100-only,ADA/USDT,15m,ote,1777464000000,long,0.10617576059298504
canon,ADA/USDT,15m,deep,1777464900000,long,-1.3961928295014765
t100-241,ADA/USDT,15m,deep,1777464900000,long,-1.3961928295014765
t100-141-241,ADA/USDT,15m,deep,1777464900000,long,-1.3961928295014765
t100-161-241,ADA/USDT,15m,deep,1777464900000,long,-1.3961928295014765
t100-only,ADA/USDT,15m,deep,1777464900000,long,-1.3961928295014765
canon,ADA/USDT,15m,ote,1777509900000,short,-1.0449987174544426
t100-241,ADA/USDT,15m,ote,1777509900000,short,-1.0449987174544426
t100-141-241,ADA/USDT,15m,ote,1777509900000,short,-1.0449987174544426
t100-161-241,ADA/USDT,15m,ote,1777509900000,short,-1.0449987174544426
t100-only,ADA/USDT,15m,ote,1777509900000,short,-1.0449987174544426
canon,ADA/USDT,15m,deep,1777605300000,short,-1.0933292982177798
t100-241,ADA/USDT,15m,deep,1777605300000,short,-1.0933292982177798
t100-141-241,ADA/USDT,15m,deep,1777605300000,short,-1.0933292982177798
t100-161-241,ADA/USDT,15m,deep,1777605300000,short,-1.0933292982177798
t100-only,ADA/USDT,15m,deep,1777605300000,short,-1.0933292982177798
canon,ADA/USDT,15m,ote,1777497300000,short,-1.0266006785411366
t100-241,ADA/USDT,15m,ote,1777497300000,short,-1.0266006785411366
t100-141-241,ADA/USDT,15m,ote,1777497300000,short,-1.0266006785411366
t100-161-241,ADA/USDT,15m,ote,1777497300000,short,-1.0266006785411366
t100-only,ADA/USDT,15m,ote,1777497300000,short,-1.0266006785411366
canon,ADA/USDT,15m,deep,1777605300000,short,-1.0692917332598513
t100-241,ADA/USDT,15m,deep,1777605300000,short,-1.0692917332598513
t100-141-241,ADA/USDT,15m,deep,1777605300000,short,-1.0692917332598513
t100-161-241,ADA/USDT,15m,deep,1777605300000,short,-1.0692917332598513
t100-only,ADA/USDT,15m,deep,1777605300000,short,-1.0692917332598513
canon,ADA/USDT,15m,ote,1777628700000,long,0.28302584110828677
t100-241,ADA/USDT,15m,ote,1777628700000,long,0.022341998869098996
t100-141-241,ADA/USDT,15m,ote,1777628700000,long,-0.025928706059748917
t100-161-241,ADA/USDT,15m,ote,1777628700000,long,-0.025928706059748917
t100-only,ADA/USDT,15m,ote,1777628700000,long,0.1671541136556427
canon,ADA/USDT,15m,ote,1777888800000,long,-1.1054921967769296
t100-241,ADA/USDT,15m,ote,1777888800000,long,0.03745720949958084
t100-141-241,ADA/USDT,15m,ote,1777888800000,long,-0.010425925925922591
t100-161-241,ADA/USDT,15m,ote,1777888800000,long,-0.010425925925922591
t100-only,ADA/USDT,15m,ote,1777888800000,long,0.18110661577609116
canon,ADA/USDT,15m,deep,1777888800000,long,-1.2163195462478178
t100-241,ADA/USDT,15m,deep,1777888800000,long,0.6069779232111768
t100-141-241,ADA/USDT,15m,deep,1777888800000,long,0.33231210005817857
t100-161-241,ADA/USDT,15m,deep,1777888800000,long,0.33231210005817857
t100-only,ADA/USDT,15m,deep,1777888800000,long,1.4309753926701714
canon,ADA/USDT,15m,ote,1777875300000,long,-1.077915302888263
t100-241,ADA/USDT,15m,ote,1777875300000,long,0.0630643252533355
t100-141-241,ADA/USDT,15m,ote,1777875300000,long,0.015837782539469273
t100-161-241,ADA/USDT,15m,ote,1777875300000,long,0.015837782539469273
t100-only,ADA/USDT,15m,ote,1777875300000,long,0.20474395339493412
canon,ADA/USDT,15m,deep,1777888800000,long,-1.1595775603931278
t100-241,ADA/USDT,15m,deep,1777888800000,long,0.6596669100762338
t100-141-241,ADA/USDT,15m,deep,1777888800000,long,0.3863520865864466
t100-161-241,ADA/USDT,15m,deep,1777888800000,long,0.3863520865864466
t100-only,ADA/USDT,15m,deep,1777888800000,long,1.4796113805455953
canon,ADA/USDT,15m,ote,1778075100000,long,0.32261848880838384
t100-241,ADA/USDT,15m,ote,1778075100000,long,0.061934646569198365
t100-141-241,ADA/USDT,15m,ote,1778075100000,long,0.014679137735225327
t100-161-241,ADA/USDT,15m,ote,1778075100000,long,0.014679137735225327
t100-only,ADA/USDT,15m,ote,1778075100000,long,0.2037011730711174
canon,ADA/USDT,15m,ote,1778243400000,short,-1.0744987913486006
t100-241,ADA/USDT,15m,ote,1778243400000,short,0.0676729325699773
t100-141-241,ADA/USDT,15m,ote,1778243400000,short,0.020515691263784646
t100-161-241,ADA/USDT,15m,ote,1778243400000,short,0.020515691263784646
t100-only,ADA/USDT,15m,ote,1778243400000,short,0.20914465648855524
canon,ADA/USDT,15m,ote,1778338800000,long,0.3654457783946353
t100-241,ADA/USDT,15m,ote,1778338800000,long,0.10476193615544847
t100-141-241,ADA/USDT,15m,ote,1778338800000,long,0.3247085375184631
t100-161-241,ADA/USDT,15m,ote,1778338800000,long,0.40948377076697823
t100-only,ADA/USDT,15m,ote,1778338800000,long,0.24323405576611867
canon,ADA/USDT,15m,ote,1778318100000,long,0.3705043079472151
t100-241,ADA/USDT,15m,ote,1778318100000,long,0.1098204657080294
t100-141-241,ADA/USDT,15m,ote,1778318100000,long,0.329637361185079
t100-161-241,ADA/USDT,15m,ote,1778318100000,long,0.4144125944335947
t100-only,ADA/USDT,15m,ote,1778318100000,long,0.247903467660807
canon,ADA/USDT,15m,ote,1778445900000,long,0.3532016357688111
t100-241,ADA/USDT,15m,ote,1778445900000,long,0.09251779352962541
t100-141-241,ADA/USDT,15m,ote,1778445900000,long,0.046046467951048
t100-161-241,ADA/USDT,15m,ote,1778445900000,long,0.046046467951048
t100-only,ADA/USDT,15m,ote,1778445900000,long,0.23193177026535766
canon,ADA/USDT,15m,ote,1778517000000,long,-1.1419213740458014
t100-241,ADA/USDT,15m,ote,1778517000000,long,0.003630116321337619
t100-141-241,ADA/USDT,15m,ote,1778517000000,long,-0.045120380467708714
t100-161-241,ADA/USDT,15m,ote,1778517000000,long,-0.045120380467708714
t100-only,ADA/USDT,15m,ote,1778517000000,long,0.1498816066884766
canon,ADA/USDT,15m,deep,1778548500000,long,-1.2912759162303715
t100-241,ADA/USDT,15m,deep,1778548500000,long,-1.2912759162303715
t100-141-241,ADA/USDT,15m,deep,1778548500000,long,-1.2912759162303715
t100-161-241,ADA/USDT,15m,deep,1778548500000,long,-1.2912759162303715
t100-only,ADA/USDT,15m,deep,1778548500000,long,-1.2912759162303715
canon,ADA/USDT,15m,ote,1779208200000,short,0.24462824427480695
t100-241,ADA/USDT,15m,ote,1779208200000,short,-0.016316412213743012
t100-141-241,ADA/USDT,15m,ote,1779208200000,short,-0.06562722646310629
t100-161-241,ADA/USDT,15m,ote,1779208200000,short,-0.06562722646310629
t100-only,ADA/USDT,15m,ote,1779208200000,short,0.13161603053434676
canon,ADA/USDT,15m,deep,1779253200000,short,1.0310303664921123
t100-241,ADA/USDT,15m,deep,1779253200000,short,0.4941128272251062
t100-141-241,ADA/USDT,15m,deep,1779253200000,short,0.2162626527050463
t100-161-241,ADA/USDT,15m,deep,1779253200000,short,0.2162626527050463
t100-only,ADA/USDT,15m,deep,1779253200000,short,1.3276633507852857
canon,ADA/USDT,15m,ote,1779375600000,short,-1.0782339761617787
t100-241,ADA/USDT,15m,ote,1779375600000,short,0.06420454667202295
t100-141-241,ADA/USDT,15m,ote,1779375600000,short,0.016958372394089063
t100-161-241,ADA/USDT,15m,ote,1779375600000,short,0.016958372394089063
t100-only,ADA/USDT,15m,ote,1779375600000,short,0.20594306950582458
canon,ADA/USDT,15m,deep,1779383700000,short,-1.1617138881234503
t100-241,ADA/USDT,15m,deep,1779383700000,short,-1.1617138881234503
t100-141-241,ADA/USDT,15m,deep,1779383700000,short,-1.1617138881234503
t100-161-241,ADA/USDT,15m,deep,1779383700000,short,-1.1617138881234503
t100-only,ADA/USDT,15m,deep,1779383700000,short,-1.1617138881234503
canon,ADA/USDT,15m,ote,1779389100000,long,-1.0640477154552492
t100-241,ADA/USDT,15m,ote,1779389100000,long,0.0759413707268495
t100-141-241,ADA/USDT,15m,ote,1779389100000,long,0.029045008666149917
t100-161-241,ADA/USDT,15m,ote,1779389100000,long,0.029045008666149917
t100-only,ADA/USDT,15m,ote,1779389100000,long,0.21663045690894822
canon,ADA/USDT,15m,deep,1779462900000,long,-1.131043728659231
t100-241,ADA/USDT,15m,deep,1779462900000,long,-1.131043728659231
t100-141-241,ADA/USDT,15m,deep,1779462900000,long,-1.131043728659231
t100-161-241,ADA/USDT,15m,deep,1779462900000,long,-1.131043728659231
t100-only,ADA/USDT,15m,deep,1779462900000,long,-1.131043728659231
canon,ADA/USDT,15m,ote,1779569100000,short,1.4231282442748099
t100-241,ADA/USDT,15m,ote,1779569100000,short,1.1621835877862603
t100-141-241,ADA/USDT,15m,ote,1779569100000,short,1.037015012722647
t100-161-241,ADA/USDT,15m,ote,1779569100000,short,1.1218750636132322
t100-only,ADA/USDT,15m,ote,1779569100000,short,0.264788549618321
canon,ADA/USDT,15m,deep,1779568200000,short,3.95291846290626
t100-241,ADA/USDT,15m,deep,1779568200000,short,3.4160009236392437
t100-141-241,ADA/USDT,15m,deep,1779568200000,short,3.158455112120918
t100-161-241,ADA/USDT,15m,deep,1779568200000,short,3.33306244196385
t100-only,ADA/USDT,15m,deep,1779568200000,short,1.5695284105502356
canon,ADA/USDT,15m,ote,1779660000000,short,0.24928379040617688
t100-241,ADA/USDT,15m,ote,1779660000000,short,-0.011660866082369721
t100-141-241,ADA/USDT,15m,ote,1779660000000,short,0.2114936795149631
t100-161-241,ADA/USDT,15m,ote,1779660000000,short,0.2963537304055495
t100-only,ADA/USDT,15m,ote,1779660000000,short,0.13591345773253555
canon,ADA/USDT,15m,deep,1779665400000,short,-1.3298216210975322
t100-241,ADA/USDT,15m,deep,1779665400000,short,0.5036920399456936
t100-141-241,ADA/USDT,15m,deep,1779665400000,short,0.22608748626461816
t100-161-241,ADA/USDT,15m,deep,1779665400000,short,0.22608748626461816
t100-only,ADA/USDT,15m,deep,1779665400000,short,1.3365057009889194
canon,ADA/USDT,15m,ote,1779992100000,short,1.4143590273220263
t100-241,ADA/USDT,15m,ote,1779992100000,short,0.11845383176171209
t100-141-241,ADA/USDT,15m,ote,1779992100000,short,0.07259866479377014
t100-161-241,ADA/USDT,15m,ote,1779992100000,short,0.07259866479377014
t100-only,ADA/USDT,15m,ote,1779992100000,short,0.25601933266553784
canon,ADA/USDT,15m,ote,1780113600000,long,-1.051819592875318
t100-241,ADA/USDT,15m,ote,1780113600000,long,0.08729605597964285
t100-141-241,ADA/USDT,15m,ote,1780113600000,long,0.04069083969465592
t100-161-241,ADA/USDT,15m,ote,1780113600000,long,0.04069083969465592
t100-only,ADA/USDT,15m,ote,1780113600000,long,0.22711170483460363
canon,ADA/USDT,15m,ote,1780268400000,short,0.19126678719700596
t100-241,ADA/USDT,15m,ote,1780268400000,short,-0.06967786929154818
t100-141-241,ADA/USDT,15m,ote,1780268400000,short,-0.12035692603008818
t100-161-241,ADA/USDT,15m,ote,1780268400000,short,-0.12035692603008818
t100-only,ADA/USDT,15m,ote,1780268400000,short,0.08235930092407175
canon,ADA/USDT,15m,deep,1780274700000,short,3.6097031689170374
t100-241,ADA/USDT,15m,deep,1780274700000,short,3.072785629650019
t100-141-241,ADA/USDT,15m,deep,1780274700000,short,2.815239818131698
t100-161-241,ADA/USDT,15m,deep,1780274700000,short,2.9898471479746265
t100-only,ADA/USDT,15m,deep,1780274700000,short,1.2263131165610193
canon,ADA/USDT,15m,ote,1780676100000,short,0.363203307888038
t100-241,ADA/USDT,15m,ote,1780676100000,short,0.10225865139948974
t100-141-241,ADA/USDT,15m,ote,1780676100000,short,0.055988223396619435
t100-161-241,ADA/USDT,15m,ote,1780676100000,short,0.055988223396619435
t100-only,ADA/USDT,15m,ote,1780676100000,short,0.24106993540810068
canon,ADA/USDT,15m,deep,1780677900000,short,1.2750094240837624
t100-241,ADA/USDT,15m,deep,1780677900000,short,0.7380918848167499
t100-141-241,ADA/USDT,15m,deep,1780677900000,short,1.3676312122432466
t100-161-241,ADA/USDT,15m,deep,1780677900000,short,0.46649758356826154
t100-only,ADA/USDT,15m,deep,1780677900000,short,1.5528747885622152
canon,ADA/USDT,15m,ote,1780866000000,short,-1.078201038443024
t100-241,ADA/USDT,15m,ote,1780866000000,short,0.06423513169658426
t100-141-241,ADA/USDT,15m,ote,1780866000000,short,0.01698974165004818
t100-161-241,ADA/USDT,15m,ote,1780866000000,short,0.01698974165004818
t100-only,ADA/USDT,15m,ote,1780866000000,short,0.20597130183619244
canon,ADA/USDT,15m,deep,1780869600000,short,-1.1616461157492592
t100-241,ADA/USDT,15m,deep,1780869600000,short,-1.1616461157492592
t100-141-241,ADA/USDT,15m,deep,1780869600000,short,-1.1616461157492592
t100-161-241,ADA/USDT,15m,deep,1780869600000,short,-1.1616461157492592
t100-only,ADA/USDT,15m,deep,1780869600000,short,-1.1616461157492592
canon,ADA/USDT,15m,ote,1780880400000,long,1.3879323155216343
t100-241,ADA/USDT,15m,ote,1780880400000,long,0.09123795589482747
t100-141-241,ADA/USDT,15m,ote,1780880400000,long,0.04473381396663919
t100-161-241,ADA/USDT,15m,ote,1780880400000,long,0.04473381396663919
t100-only,ADA/USDT,15m,ote,1780880400000,long,0.23075038167939232
canon,ADA/USDT,15m,deep,1780895700000,long,3.9141298429319424
t100-241,ADA/USDT,15m,deep,1780895700000,long,3.377748952879586
t100-141-241,ADA/USDT,15m,deep,1780895700000,long,3.1204605584642278
t100-161-241,ADA/USDT,15m,deep,1780895700000,long,3.2948933682373536
t100-only,ADA/USDT,15m,deep,1780895700000,long,1.5331219895287989
canon,ADA/USDT,15m,ote,1780965000000,long,-1.0323256714729998
t100-241,ADA/USDT,15m,ote,1780965000000,long,0.10539755442465448
t100-141-241,ADA/USDT,15m,ote,1780965000000,long,0.05925647912543641
t100-161-241,ADA/USDT,15m,ote,1780965000000,long,0.05925647912543641
t100-only,ADA/USDT,15m,ote,1780965000000,long,0.2438207803223087
canon,ADA/USDT,15m,ote,1780956000000,long,-1.0590595270169136
t100-241,ADA/USDT,15m,ote,1780956000000,long,0.08057325999101835
t100-141-241,ADA/USDT,15m,ote,1780956000000,long,0.03379566432170769
t100-161-241,ADA/USDT,15m,ote,1780956000000,long,0.03379566432170769
t100-only,ADA/USDT,15m,ote,1780956000000,long,0.2209060469989503
canon,ADA/USDT,15m,deep,1780964100000,long,-1.1207800739143818
t100-241,ADA/USDT,15m,deep,1780964100000,long,-1.1207800739143818
