ladder,symbol,timeframe,scenario,entryAt,direction,netR
t100-141-241,ADA/USDT,15m,deep,1780964100000,long,-1.1207800739143818
t100-161-241,ADA/USDT,15m,deep,1780964100000,long,-1.1207800739143818
t100-only,ADA/USDT,15m,deep,1780964100000,long,-1.1207800739143818
canon,ADA/USDT,15m,ote,1781916300000,long,0.2973753369145169
t100-241,ADA/USDT,15m,ote,1781916300000,long,0.036691494675334106
t100-141-241,ADA/USDT,15m,ote,1781916300000,long,-0.01121127446360852
t100-161-241,ADA/USDT,15m,ote,1781916300000,long,-0.01121127446360852
t100-only,ADA/USDT,15m,ote,1781916300000,long,0.18039980209216194
canon,ADA/USDT,15m,deep,1781961300000,long,-1.2180162691487266
t100-241,ADA/USDT,15m,deep,1781961300000,long,-1.2180162691487266
t100-141-241,ADA/USDT,15m,deep,1781961300000,long,-1.2180162691487266
t100-161-241,ADA/USDT,15m,deep,1781961300000,long,-1.2180162691487266
t100-only,ADA/USDT,15m,deep,1781961300000,long,-1.2180162691487266
canon,ADA/USDT,15m,ote,1782090900000,short,0.34275100482941506
t100-241,ADA/USDT,15m,ote,1782090900000,short,0.08180634834086434
t100-141-241,ADA/USDT,15m,ote,1782090900000,short,0.03501150231084886
t100-161-241,ADA/USDT,15m,ote,1782090900000,short,0.03501150231084886
t100-only,ADA/USDT,15m,ote,1782090900000,short,0.22219088643091073
canon,ADA/USDT,15m,ote,1782088200000,short,1.3954319946896727
t100-241,ADA/USDT,15m,ote,1782088200000,short,0.0979495464100002
t100-141-241,ADA/USDT,15m,ote,1782088200000,short,0.05156862853560443
t100-161-241,ADA/USDT,15m,ote,1782088200000,short,0.05156862853560443
t100-only,ADA/USDT,15m,ote,1782088200000,short,0.23709230003318751
canon,ADA/USDT,15m,deep,1782090900000,short,3.9280804916913477
t100-241,ADA/USDT,15m,deep,1782090900000,short,0.7292255064876001
t100-141-241,ADA/USDT,15m,deep,1782090900000,short,0.45740386220502716
t100-161-241,ADA/USDT,15m,deep,1782090900000,short,0.45740386220502716
t100-only,ADA/USDT,15m,deep,1782090900000,short,1.5446904393353187
canon,ADA/USDT,15m,ote,1782487800000,short,1.3713940538368734
t100-241,ADA/USDT,15m,ote,1782487800000,short,0.07190844381946976
t100-141-241,ADA/USDT,15m,ote,1782487800000,short,0.024859805365830236
t100-161-241,ADA/USDT,15m,ote,1782487800000,short,0.024859805365830236
t100-only,ADA/USDT,15m,ote,1782487800000,short,0.2130543591803883
canon,ADA/USDT,15m,deep,1782489600000,short,3.8786202259575733
t100-241,ADA/USDT,15m,deep,1782489600000,short,0.6756435519426853
t100-141-241,ADA/USDT,15m,deep,1782489600000,short,0.40244801138973174
t100-161-241,ADA/USDT,15m,deep,1782489600000,short,0.40244801138973174
t100-only,ADA/USDT,15m,deep,1782489600000,short,1.495230173601546
canon,ADA/USDT,15m,ote,1782445500000,short,-1.077185727504048
t100-241,ADA/USDT,15m,ote,1782445500000,short,-1.077185727504048
t100-141-241,ADA/USDT,15m,ote,1782445500000,short,-1.077185727504048
t100-161-241,ADA/USDT,15m,ote,1782445500000,short,-1.077185727504048
t100-only,ADA/USDT,15m,ote,1782445500000,short,-1.077185727504048
canon,ADA/USDT,15m,deep,1782447300000,short,-1.1595570204664445
t100-241,ADA/USDT,15m,deep,1782447300000,short,-1.1595570204664445
t100-141-241,ADA/USDT,15m,deep,1782447300000,short,-1.1595570204664445
t100-161-241,ADA/USDT,15m,deep,1782447300000,short,-1.1595570204664445
t100-only,ADA/USDT,15m,deep,1782447300000,short,-1.1595570204664445
canon,ADA/USDT,15m,ote,1782689400000,short,0.3176774385072123
t100-241,ADA/USDT,15m,ote,1782689400000,short,0.05673278201866068
t100-141-241,ADA/USDT,15m,ote,1782689400000,short,0.009295024031665787
t100-161-241,ADA/USDT,15m,ote,1782689400000,short,0.009295024031665787
t100-only,ADA/USDT,15m,ote,1782689400000,short,0.1990460559796454
canon,ADA/USDT,15m,deep,1782702000000,short,-1.1782703315881313
t100-241,ADA/USDT,15m,deep,1782702000000,short,0.6444182373472879
t100-141-241,ADA/USDT,15m,deep,1782702000000,short,0.3704220477021481
t100-161-241,ADA/USDT,15m,deep,1782702000000,short,0.3704220477021481
t100-only,ADA/USDT,15m,deep,1782702000000,short,1.4664068062827071
canon,ADA/USDT,15m,ote,1782736200000,long,0.32612837898517977
t100-241,ADA/USDT,15m,ote,1782736200000,long,0.0654445367459947
t100-141-241,ADA/USDT,15m,ote,1782736200000,long,0.01827902509604274
t100-161-241,ADA/USDT,15m,ote,1782736200000,long,0.01827902509604274
t100-only,ADA/USDT,15m,ote,1782736200000,long,0.20694107169585055
canon,ADA/USDT,15m,deep,1782739800000,long,1.2009453033569308
t100-241,ADA/USDT,15m,deep,1782739800000,long,0.6645644133045795
t100-141-241,ADA/USDT,15m,deep,1782739800000,long,1.2953409198234103
t100-161-241,ADA/USDT,15m,deep,1782739800000,long,1.4697737295965356
t100-only,ADA/USDT,15m,deep,1782739800000,long,1.4841321527563698
canon,ADA/USDT,15m,ote,1782888300000,long,1.4037858764330857
t100-241,ADA/USDT,15m,ote,1782888300000,long,1.1431020341939004
t100-141-241,ADA/USDT,15m,ote,1782888300000,long,1.0180585651523395
t100-161-241,ADA/USDT,15m,ote,1782888300000,long,1.1028337984008556
t100-only,ADA/USDT,15m,ote,1782888300000,long,0.24660394259084686
canon,ADA/USDT,15m,ote,1783580400000,long,0.33869713740458124
t100-241,ADA/USDT,15m,ote,1783580400000,long,0.07801329516539535
t100-141-241,ADA/USDT,15m,ote,1783580400000,long,0.031170059372350022
t100-161-241,ADA/USDT,15m,ote,1783580400000,long,0.031170059372350022
t100-only,ADA/USDT,15m,ote,1783580400000,long,0.21854300254453124
canon,ADA/USDT,15m,deep,1783611000000,long,1.2268066753926778
t100-241,ADA/USDT,15m,deep,1783611000000,long,0.6904257853403197
t100-141-241,ADA/USDT,15m,deep,1783611000000,long,0.41789965095986387
t100-161-241,ADA/USDT,15m,deep,1783611000000,long,0.41789965095986387
t100-only,ADA/USDT,15m,deep,1783611000000,long,1.5080041884816873
canon,ADA/USDT,15m,ote,1783620900000,short,0.31324186136171533
t100-241,ADA/USDT,15m,ote,1783620900000,short,0.052297204873162376
t100-141-241,ADA/USDT,15m,ote,1783620900000,short,0.004745714138846193
t100-161-241,ADA/USDT,15m,ote,1783620900000,short,0.004745714138846193
t100-only,ADA/USDT,15m,ote,1783620900000,short,0.1949516770761109
canon,ADA/USDT,15m,deep,1783647900000,short,1.172209170236413
t100-241,ADA/USDT,15m,deep,1783647900000,short,0.6352916309693891
t100-141-241,ADA/USDT,15m,deep,1783647900000,short,0.3610614257760917
t100-161-241,ADA/USDT,15m,deep,1783647900000,short,0.3610614257760917
t100-only,ADA/USDT,15m,deep,1783647900000,short,1.457982246549281
canon,ADA/USDT,15m,ote,1783810800000,long,-1.1863870229007636
t100-241,ADA/USDT,15m,ote,1783810800000,long,-0.037659414758272676
t100-141-241,ADA/USDT,15m,ote,1783810800000,long,-0.08746861747243637
t100-161-241,ADA/USDT,15m,ote,1783810800000,long,-0.08746861747243637
t100-only,ADA/USDT,15m,ote,1783810800000,long,0.11176819338421835
canon,ADA/USDT,15m,deep,1783811700000,long,-1.3827680628272212
t100-241,ADA/USDT,15m,deep,1783811700000,long,-1.3827680628272212
t100-141-241,ADA/USDT,15m,deep,1783811700000,long,-1.3827680628272212
t100-161-241,ADA/USDT,15m,deep,1783811700000,long,-1.3827680628272212
t100-only,ADA/USDT,15m,deep,1783811700000,long,-1.3827680628272212
canon,ADA/USDT,15m,ote,1783808100000,long,-1.0582911789652243
t100-241,ADA/USDT,15m,ote,1783808100000,long,0.08128672603901457
t100-141-241,ADA/USDT,15m,ote,1783808100000,long,0.03452742437093493
t100-161-241,ADA/USDT,15m,ote,1783808100000,long,0.03452742437093493
t100-only,ADA/USDT,15m,ote,1783808100000,long,0.22156463104325352
canon,ADA/USDT,15m,deep,1783811700000,long,-1.1191991273996502
t100-241,ADA/USDT,15m,deep,1783811700000,long,-1.1191991273996502
t100-141-241,ADA/USDT,15m,deep,1783811700000,long,-1.1191991273996502
t100-161-241,ADA/USDT,15m,deep,1783811700000,long,-1.1191991273996502
t100-only,ADA/USDT,15m,deep,1783811700000,long,-1.1191991273996502
canon,ADA/USDT,30m,ote,1748212200000,short,-1.1083646310432573
t100-241,ADA/USDT,30m,ote,1748212200000,short,0.036226081424935636
t100-141-241,ADA/USDT,30m,ote,1748212200000,short,-0.011737489397795363
t100-161-241,ADA/USDT,30m,ote,1748212200000,short,-0.011737489397795363
t100-only,ADA/USDT,30m,ote,1748212200000,short,0.18011679389312857
canon,ADA/USDT,30m,deep,1748217600000,short,-1.2237104712041897
t100-241,ADA/USDT,30m,deep,1748217600000,short,-1.2237104712041897
t100-141-241,ADA/USDT,30m,deep,1748217600000,short,-1.2237104712041897
t100-161-241,ADA/USDT,30m,deep,1748217600000,short,-1.2237104712041897
t100-only,ADA/USDT,30m,deep,1748217600000,short,-1.2237104712041897
canon,ADA/USDT,30m,ote,1748476800000,short,1.395853137218398
t100-241,ADA/USDT,30m,ote,1748476800000,short,1.1349084807298475
t100-141-241,ADA/USDT,30m,ote,1748476800000,short,1.0097399056662344
t100-161-241,ADA/USDT,30m,ote,1748476800000,short,1.0945999565568185
t100-only,ADA/USDT,30m,ote,1748476800000,short,0.2375134425619072
canon,ADA/USDT,30m,deep,1748485800000,short,3.9289470310305017
t100-241,ADA/USDT,30m,deep,1748485800000,short,3.392029491763487
t100-141-241,ADA/USDT,30m,deep,1748485800000,short,3.1344836802451637
t100-161-241,ADA/USDT,30m,deep,1748485800000,short,3.3090910100880926
t100-only,ADA/USDT,30m,deep,1748485800000,short,1.545556978674488
canon,ADA/USDT,30m,ote,1748491200000,long,-1.0453512600648334
t100-241,ADA/USDT,30m,ote,1748491200000,long,-1.0453512600648334
t100-141-241,ADA/USDT,30m,ote,1748491200000,long,-1.0453512600648334
t100-161-241,ADA/USDT,30m,ote,1748491200000,long,-1.0453512600648334
t100-only,ADA/USDT,30m,ote,1748491200000,long,-1.0453512600648334
canon,ADA/USDT,30m,deep,1748525400000,long,-1.0925740586674315
t100-241,ADA/USDT,30m,deep,1748525400000,long,-1.0925740586674315
t100-141-241,ADA/USDT,30m,deep,1748525400000,long,-1.0925740586674315
t100-161-241,ADA/USDT,30m,deep,1748525400000,long,-1.0925740586674315
t100-only,ADA/USDT,30m,deep,1748525400000,long,-1.0925740586674315
canon,ADA/USDT,30m,ote,1748718000000,short,0.370578004615659
t100-241,ADA/USDT,30m,ote,1748718000000,short,0.10963334812710875
t100-141-241,ADA/USDT,30m,ote,1748718000000,short,0.3296777856677922
t100-161-241,ADA/USDT,30m,ote,1748718000000,short,0.4145378365583769
t100-only,ADA/USDT,30m,ote,1748718000000,short,0.2478773477720588
canon,ADA/USDT,30m,ote,1749542400000,long,-1.0123891676526042
t100-241,ADA/USDT,30m,ote,1749542400000,long,0.12391002225787821
t100-141-241,ADA/USDT,30m,ote,1749542400000,long,0.07824362562105072
t100-161-241,ADA/USDT,30m,ote,1749542400000,long,0.07824362562105072
t100-only,ADA/USDT,30m,ote,1749542400000,long,0.2609092121683606
canon,ADA/USDT,30m,ote,1750116600000,long,0.3242136415040994
t100-241,ADA/USDT,30m,ote,1750116600000,long,0.06352979926491421
t100-141-241,ADA/USDT,30m,ote,1750116600000,long,0.2845336349071719
t100-161-241,ADA/USDT,30m,ote,1750116600000,long,0.016315191782113325
t100-only,ADA/USDT,30m,ote,1750116600000,long,0.20517362171331682
canon,ADA/USDT,30m,deep,1750118400000,long,-1.1585461314717835
t100-241,ADA/USDT,30m,deep,1750118400000,long,-1.1585461314717835
t100-141-241,ADA/USDT,30m,deep,1750118400000,long,-1.1585461314717835
t100-161-241,ADA/USDT,30m,deep,1750118400000,long,-1.1585461314717835
t100-only,ADA/USDT,30m,deep,1750118400000,long,-1.1585461314717835
canon,ADA/USDT,30m,ote,1750113000000,long,-1.0364810870562715
t100-241,ADA/USDT,30m,ote,1750113000000,long,0.10153895424018573
t100-141-241,ADA/USDT,30m,ote,1750113000000,long,0.05529894047469994
t100-161-241,ADA/USDT,30m,ote,1750113000000,long,0.05529894047469994
t100-only,ADA/USDT,30m,ote,1750113000000,long,0.24025899553664307
canon,ADA/USDT,30m,deep,1750118400000,long,-1.0743228649901297
t100-241,ADA/USDT,30m,deep,1750118400000,long,-1.0743228649901297
t100-141-241,ADA/USDT,30m,deep,1750118400000,long,-1.0743228649901297
t100-161-241,ADA/USDT,30m,deep,1750118400000,long,-1.0743228649901297
t100-only,ADA/USDT,30m,deep,1750118400000,long,-1.0743228649901297
canon,ADA/USDT,30m,ote,1750743000000,short,1.3925550101458988
t100-241,ADA/USDT,30m,ote,1750743000000,short,0.09483281315424845
t100-141-241,ADA/USDT,30m,ote,1750743000000,short,0.04837197904252594
t100-161-241,ADA/USDT,30m,ote,1750743000000,short,0.04837197904252594
t100-only,ADA/USDT,30m,ote,1750743000000,short,0.2342153154894159
canon,ADA/USDT,30m,ote,1750716000000,short,-1.0601808213503758
t100-241,ADA/USDT,30m,ote,1750716000000,short,0.08096819042547072
t100-141-241,ADA/USDT,30m,ote,1750716000000,short,0.03415185316685514
t100-161-241,ADA/USDT,30m,ote,1750716000000,short,0.03415185316685514
t100-only,ADA/USDT,30m,ote,1750716000000,short,0.22141720220131741
canon,ADA/USDT,30m,deep,1750716000000,short,-1.1245678680141244
t100-241,ADA/USDT,30m,deep,1750716000000,short,0.6942848106660211
t100-141-241,ADA/USDT,30m,deep,1750716000000,short,0.4215672511059725
t100-161-241,ADA/USDT,30m,deep,1750716000000,short,0.4215672511059725
t100-only,ADA/USDT,30m,deep,1750716000000,short,1.5124374893461665
canon,ADA/USDT,30m,ote,1750716000000,short,-1.0380833380454246
t100-241,ADA/USDT,30m,ote,1750716000000,short,-1.0380833380454246
t100-141-241,ADA/USDT,30m,ote,1750716000000,short,-1.0380833380454246
t100-161-241,ADA/USDT,30m,ote,1750716000000,short,-1.0380833380454246
t100-only,ADA/USDT,30m,ote,1750716000000,short,-1.0380833380454246
canon,ADA/USDT,30m,deep,1750716000000,short,-1.079100271475664
t100-241,ADA/USDT,30m,deep,1750716000000,short,-1.079100271475664
t100-141-241,ADA/USDT,30m,deep,1750716000000,short,-1.079100271475664
t100-161-241,ADA/USDT,30m,deep,1750716000000,short,-1.079100271475664
t100-only,ADA/USDT,30m,deep,1750716000000,short,-1.079100271475664
canon,ADA/USDT,30m,ote,1750647600000,short,0.35467375909400206
t100-241,ADA/USDT,30m,ote,1750647600000,short,0.09372910260545315
t100-141-241,ADA/USDT,30m,ote,1750647600000,short,0.04723996822324865
t100-161-241,ADA/USDT,30m,ote,1750647600000,short,0.04723996822324865
t100-only,ADA/USDT,30m,ote,1750647600000,short,0.23319650575206669
canon,ADA/USDT,30m,deep,1750687200000,short,1.2574590959368896
t100-241,ADA/USDT,30m,deep,1750687200000,short,0.7205415566698704
t100-141-241,ADA/USDT,30m,deep,1750687200000,short,1.3505308925103987
t100-161-241,ADA/USDT,30m,deep,1750687200000,short,1.5251382223533336
t100-only,ADA/USDT,30m,deep,1750687200000,short,1.5366744856574173
canon,ADA/USDT,30m,ote,1751052600000,short,-1.0592024597116205
t100-241,ADA/USDT,30m,ote,1751052600000,short,0.08187666909002923
t100-141-241,ADA/USDT,30m,ote,1751052600000,short,0.035083626156146006
t100-161-241,ADA/USDT,30m,ote,1751052600000,short,0.035083626156146006
t100-only,ADA/USDT,30m,ote,1751052600000,short,0.2222557978916789
canon,ADA/USDT,30m,deep,1751059800000,short,-1.1225547993019191
t100-241,ADA/USDT,30m,deep,1751059800000,short,-1.1225547993019191
t100-141-241,ADA/USDT,30m,deep,1751059800000,short,-1.1225547993019191
t100-161-241,ADA/USDT,30m,deep,1751059800000,short,-1.1225547993019191
t100-only,ADA/USDT,30m,deep,1751059800000,short,-1.1225547993019191
canon,ADA/USDT,30m,ote,1752271200000,long,0.3899323304539584
t100-241,ADA/USDT,30m,ote,1752271200000,long,0.12924848821477253
t100-141-241,ADA/USDT,30m,ote,1752271200000,long,0.08371897532042945
t100-161-241,ADA/USDT,30m,ote,1752271200000,long,0.08371897532042945
t100-only,ADA/USDT,30m,ote,1752271200000,long,0.2658370268978018
canon,ADA/USDT,30m,ote,1752573600000,short,-1.0318095344297171
t100-241,ADA/USDT,30m,ote,1752573600000,short,0.1073129568517957
t100-141-241,ADA/USDT,30m,ote,1752573600000,short,0.06117212642462473
t100-161-241,ADA/USDT,30m,ote,1752573600000,short,0.06117212642462473
t100-only,ADA/USDT,30m,ote,1752573600000,short,0.24573544813330866
canon,ADA/USDT,30m,deep,1752654600000,short,-1.0661913457114074
t100-241,ADA/USDT,30m,deep,1752654600000,short,-1.0661913457114074
t100-141-241,ADA/USDT,30m,deep,1752654600000,short,-1.0661913457114074
t100-161-241,ADA/USDT,30m,deep,1752654600000,short,-1.0661913457114074
t100-only,ADA/USDT,30m,deep,1752654600000,short,-1.0661913457114074
canon,ADA/USDT,30m,ote,1752714000000,long,1.409445587803781
t100-241,ADA/USDT,30m,ote,1752714000000,long,1.1487617455645949
t100-141-241,ADA/USDT,30m,ote,1752714000000,long,1.023718276523034
t100-161-241,ADA/USDT,30m,ote,1752714000000,long,1.1084935097715496
t100-only,ADA/USDT,30m,ote,1752714000000,long,0.25226365396154005
canon,ADA/USDT,30m,ote,1752850800000,long,0.3864870203775846
t100-241,ADA/USDT,30m,ote,1752850800000,long,0.12580317813839872
t100-141-241,ADA/USDT,30m,ote,1752850800000,long,0.3452102604762087
t100-161-241,ADA/USDT,30m,ote,1752850800000,long,0.4299854937247245
t100-only,ADA/USDT,30m,ote,1752850800000,long,0.2626567406734568
canon,ADA/USDT,30m,ote,1753146000000,long,0.3600342314024867
t100-241,ADA/USDT,30m,ote,1753146000000,long,0.09935038916329968
t100-141-241,ADA/USDT,30m,ote,1753146000000,long,0.05305425834455965
t100-161-241,ADA/USDT,30m,ote,1753146000000,long,0.05305425834455965
t100-only,ADA/USDT,30m,ote,1753146000000,long,0.23823878161951972
canon,ADA/USDT,30m,deep,1753273800000,long,-1.0791724360948571
t100-241,ADA/USDT,30m,deep,1753273800000,long,-1.0791724360948571
t100-141-241,ADA/USDT,30m,deep,1753273800000,long,-1.0791724360948571
t100-161-241,ADA/USDT,30m,deep,1753273800000,long,-1.0791724360948571
t100-only,ADA/USDT,30m,deep,1753273800000,long,-1.0791724360948571
canon,ADA/USDT,30m,ote,1753358400000,short,0.3881006921664607
t100-241,ADA/USDT,30m,ote,1753358400000,short,0.12715603567791095
t100-141-241,ADA/USDT,30m,ote,1753358400000,short,0.0815240021437176
t100-161-241,ADA/USDT,30m,ote,1753358400000,short,0.0815240021437176
t100-only,ADA/USDT,30m,ote,1753358400000,short,0.2640521362804909
canon,ADA/USDT,30m,ote,1753840800000,short,1.3868354265336784
t100-241,ADA/USDT,30m,ote,1753840800000,short,1.1258907700451297
t100-141-241,ADA/USDT,30m,ote,1753840800000,short,1.0007221949815162
t100-161-241,ADA/USDT,30m,ote,1753840800000,short,1.085582245872102
t100-only,ADA/USDT,30m,ote,1753840800000,short,0.2284957318771924
canon,ADA/USDT,30m,ote,1753885800000,short,0.3347560913548088
t100-241,ADA/USDT,30m,ote,1753885800000,short,0.0738114348662583
t100-141-241,ADA/USDT,30m,ote,1753885800000,short,0.026811591054842557
t100-161-241,ADA/USDT,30m,ote,1753885800000,short,0.026811591054842557
t100-only,ADA/USDT,30m,ote,1753885800000,short,0.21481096630050545
canon,ADA/USDT,30m,deep,1753936200000,short,-1.1404262929383215
t100-241,ADA/USDT,30m,deep,1753936200000,short,-1.1404262929383215
t100-141-241,ADA/USDT,30m,deep,1753936200000,short,-1.1404262929383215
t100-161-241,ADA/USDT,30m,deep,1753936200000,short,-1.1404262929383215
t100-only,ADA/USDT,30m,deep,1753936200000,short,-1.1404262929383215
canon,ADA/USDT,30m,ote,1754164800000,short,-1.0378655216284987
t100-241,ADA/USDT,30m,ote,1754164800000,short,0.10168954016721259
t100-141-241,ADA/USDT,30m,ote,1754164800000,short,0.05540451956864215
t100-161-241,ADA/USDT,30m,ote,1754164800000,short,0.05540451956864215
t100-only,ADA/USDT,30m,ote,1754164800000,short,0.24054460196292385
canon,ADA/USDT,30m,deep,1754191800000,short,-1.0786520942408375
t100-241,ADA/USDT,30m,deep,1754191800000,short,-1.0786520942408375
t100-141-241,ADA/USDT,30m,deep,1754191800000,short,-1.0786520942408375
t100-161-241,ADA/USDT,30m,deep,1754191800000,short,-1.0786520942408375
t100-only,ADA/USDT,30m,deep,1754191800000,short,-1.0786520942408375
canon,ADA/USDT,30m,ote,1754492400000,short,-1.043526579520697
t100-241,ADA/USDT,30m,ote,1754492400000,short,-1.043526579520697
t100-141-241,ADA/USDT,30m,ote,1754492400000,short,-1.043526579520697
t100-161-241,ADA/USDT,30m,ote,1754492400000,short,-1.043526579520697
t100-only,ADA/USDT,30m,ote,1754492400000,short,-1.043526579520697
canon,ADA/USDT,30m,deep,1754560800000,short,-1.0903002395373502
t100-241,ADA/USDT,30m,deep,1754560800000,short,-1.0903002395373502
t100-141-241,ADA/USDT,30m,deep,1754560800000,short,-1.0903002395373502
t100-161-241,ADA/USDT,30m,deep,1754560800000,short,-1.0903002395373502
t100-only,ADA/USDT,30m,deep,1754560800000,short,-1.0903002395373502
